Profitcenter;Sachkonto;S/H;costs;earnings;Periode;Jahr
170001208;531500; ;592.843,24;;8;2016
170001208;531500; ;592.843,24;;9;2016
170001208;531500; ;592.843,24;;10;2016
170001208;531500; ;592.843,24;;11;2016
170001208;541130; ;2,13;;8;2016
170001208;541130; ;1,61;;9;2016
170001208;541130; ;2,13;;10;2016
170001208;541130; ;2,82;;11;2016
170001208;541130; ;6,63;;12;2016
170001208;541130; ;;0,80;13;2016
170001208;542900; ;2,11;;8;2016
170001208;542900; ;1,14;;9;2016
170001208;542900; ;1,14;;10;2016
170001208;542900; ;1,87;;11;2016
170001208;542900; ;1,91;;12;2016
170001208;542900; ;1,40;;13;2016
170001208;543110; ;0,97;;8;2016
170001208;543160; ;32,04;;11;2016
170001208;543190; ;25.587,45;;11;2016
170001208;544121; ;52,00;;9;2016
170001208;544121; ;25,00;;10;2016
170001208;545100; ;1,81;;8;2016
170001208;545100; ;1,60;;9;2016
170001208;545100; ;1,60;;10;2016
170001208;545100; ;;28,83;11;2016
170001208;545100; ;1,60;;12;2016
170001208;547400; ;815.795,22;;13;2016
170001208;547610; ;422,53;;2;2016
170001208;547610; ;541,80;;10;2016
170001208;547610; ;4,81;;12;2016
170001208;571100; ;0,26;;8;2016
170001208;571100; ;0,26;;9;2016
170001208;571100; ;0,26;;10;2016
170001208;571100; ;0,26;;11;2016
170001208;571100; ;0,26;;12;2016
170001208;571140; ;0,04;;8;2016
170001208;571140; ;0,04;;9;2016
170001208;571140; ;0,04;;10;2016
170001208;571140; ;0,04;;11;2016
170001208;571140; ;0,04;;12;2016
170001208;94000000;S;19,18;;3;2016
170001208;94000001;S;20.054,83;;1;2016
170001208;94000001;S;16.641,17;;2;2016
170001208;94000001;S;17.853,55;;3;2016
170001208;94000001;S;18.523,45;;4;2016
170001208;94000001;S;14.866,89;;5;2016
170001208;94000001;S;22.213,81;;6;2016
170001208;94000001;S;19.123,25;;7;2016
170001208;94000001;S;17.378,87;;8;2016
170001208;94000001;S;21.024,03;;9;2016
170001208;94000001;S;22.534,49;;10;2016
170001208;94000001;S;23.612,78;;11;2016
170001208;94000001;S;38.287,93;;12;2016
170001208;94000001;S;71.758,21;;13;2016
170001208;94000002;S;33,25;;1;2016
170001208;94000002;S;32,53;;2;2016
170001208;94000002;S;39,87;;3;2016
170001208;94000002;S;22,36;;4;2016
170001208;94000002;S;42,04;;6;2016
170001208;94000002;S;36,83;;7;2016
170001208;94000002;S;31,34;;8;2016
170001208;94000002;S;33,16;;9;2016
170001208;94000002;S;37,52;;10;2016
170001208;94000002;S;35,25;;11;2016
170001208;94000002;S;55,35;;12;2016
170001208;94000002;S;90,70;;13;2016
170001208;94000005;S;0,06;;2;2016
170001208;94000005;S;0,03;;3;2016
170001208;94000005;S;0,03;;4;2016
170001208;94000011;S;4.956,81;;1;2016
170001208;94000011;S;32,98;;2;2016
170001208;94000011;S;1.002,50;;3;2016
170001208;94000011;S;169,50;;4;2016
170001208;94000011;S;330,41;;5;2016
170001208;94000011;S;169,03;;6;2016
170001208;94000011;S;590,68;;7;2016
170001208;94000011;S;57,33;;8;2016
170001208;94000011;S;839,59;;9;2016
170001208;94000011;S;85,58;;10;2016
170001208;94000011;S;3.461,93;;11;2016
170001208;94000011;S;7.096,02;;12;2016
170001208;94000011;S;62.451,95;;13;2016
170001208;94000015;S;83,56;;1;2016
170001208;94000015;S;72,81;;2;2016
170001208;94000015;S;132,81;;3;2016
170001208;94000015;S;141,71;;4;2016
170001208;94000015;S;3,77;;8;2016
170001208;94000015;S;2,96;;9;2016
170001208;94000015;S;3,12;;10;2016
170001208;94000015;S;2,86;;11;2016
170001208;94000015;S;3,09;;12;2016
170001208;94000015;S;0,98;;13;2016
170001208;94000023;S;1,90;;1;2016
170001208;94000025;S;1,17;;4;2016
170001208;94000033;S;2,18;;1;2016
170001208;94000033;S;2,18;;2;2016
170001208;94000033;S;2,16;;3;2016
170001208;94000033;S;2,16;;4;2016
170001208;94000033;S;1,72;;6;2016
170001208;94000033;S;1,71;;7;2016
170001208;94000033;S;2,98;;8;2016
170001208;94000033;S;2,96;;9;2016
170001208;94000033;S;3,05;;10;2016
170001208;94000033;S;3,05;;11;2016
170001208;94000033;S;3,03;;12;2016
170001208;94000063;S;1,63;;2;2016
170001208;94000063;S;11,41;;3;2016
170001208;94000073;S;1,13;;1;2016
170001208;94000073;S;0,25;;2;2016
170001208;94000073;S;0,73;;3;2016
170001208;94000073;S;0,68;;4;2016
170001208;94000073;S;1,31;;6;2016
170001208;94000073;S;0,39;;7;2016
170001208;94000073;S;0,60;;8;2016
170001208;94000073;S;0,63;;9;2016
170001208;94000073;S;1,01;;10;2016
170001208;94000073;S;0,62;;11;2016
170001208;94000073;S;1,16;;12;2016
170001208;94000073;S;0,01;;13;2016
170001208;94000083;S;16,11;;1;2016
170001208;94000083;S;14,07;;2;2016
170001208;94000083;S;6,73;;3;2016
170001208;94000103;S;2,70;;1;2016
170001208;94000103;S;1,92;;2;2016
170001208;94000103;S;2,37;;3;2016
170001208;94000103;S;162,00;;5;2016
170001208;94000103;S;41,10;;6;2016
170001208;94000133;S;9.903,13;;1;2016
170001208;94000133;S;592,69;;2;2016
170001208;94000133;S;1.919,58;;3;2016
170001208;94000133;S;497,36;;4;2016
170001208;94000133;S;2.827,42;;5;2016
170001208;94000133;S;3.073,15;;6;2016
170001208;94000133;S;4.379,28;;7;2016
170001208;94000133;S;204,50;;8;2016
170001208;94000133;S;1.107,80;;9;2016
170001208;94000133;S;;67,48;10;2016
170001208;94000133;S;5.452,84;;11;2016
170001208;94000133;S;;13.837,72;12;2016
190000104;414100; ;;4.540,00;1;2016
190000104;414100; ;;4.540,00;2;2016
190000104;414100; ;;4.540,00;3;2016
190000104;414100; ;;4.540,00;4;2016
190000104;414100; ;;4.890,18;5;2016
190000104;414100; ;;4.540,00;6;2016
190000104;414100; ;;4.540,00;7;2016
190000104;414100; ;;11.706,14;8;2016
190000104;414100; ;;22.900,00;9;2016
190000104;414100; ;;97.165,86;10;2016
190000104;414100; ;;5.000,00;11;2016
190000104;414100; ;;4.649,82;12;2016
190000104;416110; ;;33,15;1;2016
190000104;416110; ;;33,14;2;2016
190000104;416110; ;;33,15;3;2016
190000104;416110; ;;33,15;4;2016
190000104;416110; ;;33,13;5;2016
190000104;416110; ;;33,16;6;2016
190000104;416110; ;20,74;;7;2016
190000104;416110; ;;25,44;8;2016
190000104;416110; ;;25,46;9;2016
190000104;416110; ;;25,45;10;2016
190000104;416110; ;;25,44;11;2016
190000104;416110; ;;25,45;12;2016
190000104;416110; ;;2.544,28;13;2016
190000104;448700; ;;32,95;1;2016
190000104;448700; ;;15,94;2;2016
190000104;448700; ;;6,94;3;2016
190000104;448700; ;;11,55;4;2016
190000104;448700; ;;63,95;6;2016
190000104;448700; ;;9,36;7;2016
190000104;448700; ;;5,03;8;2016
190000104;448700; ;;30,95;9;2016
190000104;448700; ;;48,25;10;2016
190000104;448700; ;;26,00;11;2016
190000104;448700; ;;6,16;12;2016
190000104;458200; ;;44.195,87;13;2016
190000104;458210; ;;7.481,04;13;2016
190000104;458220; ;;19.407,20;13;2016
190000104;501100; ;19.371,14;;1;2016
190000104;501100; ;16.920,51;;2;2016
190000104;501100; ;15.650,54;;3;2016
190000104;501100; ;15.650,54;;4;2016
190000104;501100; ;15.735,71;;5;2016
190000104;501100; ;15.735,71;;6;2016
190000104;501100; ;15.735,71;;7;2016
190000104;501100; ;16.086,88;;8;2016
190000104;501100; ;12.306,66;;9;2016
190000104;501100; ;14.196,77;;10;2016
190000104;501100; ;22.464,38;;11;2016
190000104;501100; ;39.999,01;;12;2016
190000104;501100; ;;17.421,40;13;2016
190000104;501200; ;36.235,25;;1;2016
190000104;501200; ;36.779,26;;2;2016
190000104;501200; ;35.790,56;;3;2016
190000104;501200; ;48.542,41;;4;2016
190000104;501200; ;24.199,84;;5;2016
190000104;501200; ;29.034,51;;6;2016
190000104;501200; ;29.442,21;;7;2016
190000104;501200; ;33.717,45;;8;2016
190000104;501200; ;30.176,42;;9;2016
190000104;501200; ;30.063,54;;10;2016
190000104;501200; ;38.962,90;;11;2016
190000104;501200; ;26.831,86;;12;2016
190000104;501200; ;4.925,54;;13;2016
190000104;501900; ;2.886,53;;2;2016
190000104;501900; ;4.012,50;;3;2016
190000104;501900; ;1.497,07;;4;2016
190000104;501900; ;5.542,50;;5;2016
190000104;501900; ;4.433,50;;6;2016
190000104;501900; ;3.292,40;;7;2016
190000104;501900; ;30.022,11;;8;2016
190000104;501900; ;5.425,82;;9;2016
190000104;501900; ;3.274,00;;10;2016
190000104;501900; ;2.423,00;;11;2016
190000104;501900; ;32.277,66;;12;2016
190000104;502200; ;2.806,01;;1;2016
190000104;502200; ;2.848,19;;2;2016
190000104;502200; ;2.771,58;;3;2016
190000104;502200; ;3.757,98;;4;2016
190000104;502200; ;1.874,05;;5;2016
190000104;502200; ;2.248,27;;6;2016
190000104;502200; ;2.279,86;;7;2016
190000104;502200; ;2.611,32;;8;2016
190000104;502200; ;2.336,80;;9;2016
190000104;502200; ;2.328,05;;10;2016
190000104;502200; ;3.019,27;;11;2016
190000104;502200; ;2.078,10;;12;2016
190000104;502200; ;381,73;;13;2016
190000104;503200; ;7.120,97;;1;2016
190000104;503200; ;7.244,62;;2;2016
190000104;503200; ;7.068,07;;3;2016
190000104;503200; ;9.404,57;;4;2016
190000104;503200; ;4.754,05;;5;2016
190000104;503200; ;5.672,55;;6;2016
190000104;503200; ;5.756,52;;7;2016
190000104;503200; ;6.329,83;;8;2016
190000104;503200; ;5.867,88;;9;2016
190000104;503200; ;5.844,74;;10;2016
190000104;503200; ;6.641,33;;11;2016
190000104;503200; ;5.193,06;;12;2016
190000104;503200; ;768,74;;13;2016
190000104;504100; ;1.265,20;;1;2016
190000104;504100; ;1.338,36;;2;2016
190000104;504100; ;1.471,04;;3;2016
190000104;504100; ;1.354,11;;4;2016
190000104;504100; ;902,62;;5;2016
190000104;504100; ;1.412,51;;6;2016
190000104;504100; ;1.488,55;;7;2016
190000104;504100; ;1.186,74;;8;2016
190000104;504100; ;1.306,13;;9;2016
190000104;504100; ;1.062,68;;10;2016
190000104;504100; ;1.391,86;;11;2016
190000104;504100; ;1.356,09;;12;2016
190000104;504100; ;9,12;;13;2016
190000104;504101; ;;0,33;1;2016
190000104;504101; ;1,20;;2;2016
190000104;504101; ;;0,11;6;2016
190000104;504101; ;;5,90;10;2016
190000104;504101; ;;7,45;11;2016
190000104;504101; ;;9,49;12;2016
190000104;504110; ;0,50;;2;2016
190000104;504110; ;0,79;;3;2016
190000104;504110; ;7,33;;6;2016
190000104;504110; ;1,11;;8;2016
190000104;504110; ;0,42;;10;2016
190000104;505100; ;91.957,32;;13;2016
190000104;506100; ;18.567,91;;13;2016
190000104;506200; ;357,06;;13;2016
190000104;507100; ;10.369,63;;13;2016
190000104;507200; ;82.195,59;;13;2016
190000104;507300; ;1.601,36;;13;2016
190000104;509100; ;60,84;;1;2016
190000104;509100; ;60,84;;2;2016
190000104;509100; ;67,01;;3;2016
190000104;509100; ;119,68;;4;2016
190000104;509100; ;28,22;;5;2016
190000104;509100; ;46,49;;6;2016
190000104;509100; ;48,82;;7;2016
190000104;509100; ;68,16;;8;2016
190000104;509100; ;53,25;;9;2016
190000104;509100; ;52,18;;10;2016
190000104;509100; ;94,02;;11;2016
190000104;509100; ;41,65;;12;2016
190000104;511100; ;66.574,85;;13;2016
190000104;514100; ;13.642,75;;13;2016
190000104;514101; ;2,47;;13;2016
190000104;515100; ;21.246,42;;13;2016
190000104;524171; ;8.444,44;;3;2016
190000104;524171; ;13.776,84;;6;2016
190000104;524171; ;18.532,53;;9;2016
190000104;524171; ;7.457,42;;10;2016
190000104;524171; ;14.746,47;;11;2016
190000104;529100; ;357,00;;4;2016
190000104;529100; ;357,00;;5;2016
190000104;529100; ;392,70;;8;2016
190000104;529100; ;392,70;;11;2016
190000104;529100; ;1.466,08;;12;2016
190000104;531800; ;26.180,00;;1;2016
190000104;531800; ;25.586,00;;2;2016
190000104;531800; ;11.151,50;;3;2016
190000104;531800; ;13.720,50;;4;2016
190000104;531800; ;41.416,90;;5;2016
190000104;531800; ;27.789,99;;6;2016
190000104;531800; ;20.289,50;;7;2016
190000104;531800; ;31.710,41;;8;2016
190000104;531800; ;57.225,27;;9;2016
190000104;531800; ;24.491,27;;10;2016
190000104;531800; ;137.065,63;;11;2016
190000104;531800; ;14.596,91;;12;2016
190000104;541120; ;15,00;;1;2016
190000104;541120; ;50,00;;4;2016
190000104;541120; ;241,00;;5;2016
190000104;541120; ;140,00;;6;2016
190000104;541120; ;175,20;;8;2016
190000104;541120; ;515,00;;9;2016
190000104;541120; ;399,00;;10;2016
190000104;541120; ;334,00;;11;2016
190000104;541120; ;260,00;;12;2016
190000104;541120; ;38,00;;13;2016
190000104;541130; ;91,10;;2;2016
190000104;541130; ;182,20;;3;2016
190000104;541130; ;590,60;;4;2016
190000104;541130; ;733,34;;5;2016
190000104;541130; ;587,65;;6;2016
190000104;541130; ;421,10;;7;2016
190000104;541130; ;386,40;;9;2016
190000104;541130; ;673,30;;10;2016
190000104;541130; ;872,60;;11;2016
190000104;541130; ;502,36;;12;2016
190000104;542100; ;63,00;;2;2016
190000104;542100; ;42,76;;3;2016
190000104;542100; ;32,04;;4;2016
190000104;542100; ;317,01;;6;2016
190000104;542100; ;77,84;;7;2016
190000104;542100; ;19,00;;8;2016
190000104;542100; ;163,55;;9;2016
190000104;542100; ;101,89;;11;2016
190000104;542100; ;326,11;;12;2016
190000104;542900; ;379,84;;7;2016
190000104;542900; ;37,57;;12;2016
190000104;543110; ;135,30;;3;2016
190000104;543110; ;177,67;;6;2016
190000104;543120; ;160,85;;1;2016
190000104;543120; ;153,93;;2;2016
190000104;543120; ;7,50;;3;2016
190000104;543120; ;108,40;;4;2016
190000104;543120; ;698,20;;5;2016
190000104;543120; ;229,42;;6;2016
190000104;543120; ;106,13;;7;2016
190000104;543120; ;66,01;;8;2016
190000104;543120; ;22,00;;9;2016
190000104;543120; ;106,13;;10;2016
190000104;543120; ;686,59;;11;2016
190000104;543120; ;908,78;;12;2016
190000104;543130; ;63,78;;2;2016
190000104;543130; ;63,78;;3;2016
190000104;543130; ;63,78;;4;2016
190000104;543130; ;63,78;;5;2016
190000104;543130; ;81,93;;6;2016
190000104;543130; ;86,10;;7;2016
190000104;543130; ;63,78;;8;2016
190000104;543130; ;63,78;;9;2016
190000104;543130; ;74,49;;10;2016
190000104;543130; ;106,92;;11;2016
190000104;543130; ;176,76;;12;2016
190000104;543140; ;14,49;;5;2016
190000104;543151; ;637,74;;1;2016
190000104;543151; ;662,60;;5;2016
190000104;543151; ;4.420,66;;6;2016
190000104;543151; ;603,37;;7;2016
190000104;543151; ;251,09;;9;2016
190000104;543151; ;238,00;;10;2016
190000104;543151; ;796,35;;11;2016
190000104;543151; ;1.645,77;;12;2016
190000104;543160; ;5,98;;5;2016
190000104;543160; ;8,88;;6;2016
190000104;543160; ;281,82;;11;2016
190000104;543160; ;10,29;;12;2016
190000104;543170; ;884,25;;1;2016
190000104;543170; ;34,30;;2;2016
190000104;543170; ;1.517,49;;3;2016
190000104;543170; ;38,60;;4;2016
190000104;543170; ;138,69;;5;2016
190000104;543170; ;254,40;;6;2016
190000104;543170; ;258,30;;7;2016
190000104;543170; ;45,21;;8;2016
190000104;543170; ;2.470,10;;9;2016
190000104;543170; ;545,32;;10;2016
190000104;543170; ;357,22;;11;2016
190000104;543170; ;823,39;;12;2016
190000104;543170; ;36,00;;13;2016
190000104;543180; ;13,95;;4;2016
190000104;543180; ;73,07;;5;2016
190000104;543180; ;52,85;;6;2016
190000104;543180; ;268,18;;7;2016
190000104;543180; ;44,88;;9;2016
190000104;543180; ;2,59;;10;2016
190000104;543180; ;416,29;;11;2016
190000104;543180; ;1.672,47;;12;2016
190000104;543190; ;15,00;;4;2016
190000104;543190; ;198,45;;5;2016
190000104;543190; ;159,60;;6;2016
190000104;543190; ;19,45;;7;2016
190000104;543190; ;13,00;;8;2016
190000104;543190; ;95,33;;9;2016
190000104;543190; ;51,86;;11;2016
190000104;543190; ;45,86;;12;2016
190000104;543190; ;12,50;;13;2016
190000104;544112; ;1.000,00;;2;2016
190000104;545100; ;19,00;;4;2016
190000104;545100; ;385,00;;5;2016
190000104;545100; ;180,00;;6;2016
190000104;545100; ;145,00;;11;2016
190000104;545100; ;566,00;;12;2016
190000104;545102; ;11.642,67;;3;2016
190000104;545102; ;10.917,69;;6;2016
190000104;545102; ;10.931,07;;9;2016
190000104;545102; ;106,79;;10;2016
190000104;545102; ;10.813,84;;11;2016
190000104;571140; ;25,45;;1;2016
190000104;571140; ;25,44;;2;2016
190000104;571140; ;25,46;;3;2016
190000104;571140; ;25,45;;4;2016
190000104;571140; ;25,44;;5;2016
190000104;571140; ;25,45;;6;2016
190000104;571140; ;25,45;;7;2016
190000104;571140; ;25,44;;8;2016
190000104;571140; ;25,46;;9;2016
190000104;571140; ;25,45;;10;2016
190000104;571140; ;25,44;;11;2016
190000104;571140; ;25,45;;12;2016
190000104;94000000;S;417,60;;3;2016
190000104;94000000;S;1.502,34;;12;2016
190000104;94000001;S;1.138,53;;1;2016
190000104;94000001;S;930,73;;2;2016
190000104;94000001;S;979,45;;3;2016
190000104;94000001;S;1.086,97;;4;2016
190000104;94000001;S;910,81;;5;2016
190000104;94000001;S;1.375,95;;6;2016
190000104;94000001;S;1.013,54;;7;2016
190000104;94000001;S;969,60;;8;2016
190000104;94000001;S;1.426,98;;9;2016
190000104;94000001;S;1.124,91;;10;2016
190000104;94000001;S;1.389,77;;11;2016
190000104;94000001;S;1.673,95;;12;2016
190000104;94000001;S;3.208,00;;13;2016
190000104;94000002;S;1.768,86;;1;2016
190000104;94000002;S;1.730,75;;2;2016
190000104;94000002;S;2.121,75;;3;2016
190000104;94000002;S;968,66;;4;2016
190000104;94000002;S;1.219,49;;5;2016
190000104;94000002;S;1.927,85;;6;2016
190000104;94000002;S;1.695,74;;7;2016
190000104;94000002;S;1.477,73;;8;2016
190000104;94000002;S;1.567,70;;9;2016
190000104;94000002;S;1.773,83;;10;2016
190000104;94000002;S;1.671,59;;11;2016
190000104;94000002;S;2.615,52;;12;2016
190000104;94000002;S;4.278,36;;13;2016
190000104;94000003;S;19,00;;2;2016
190000104;94000003;S;28,22;;3;2016
190000104;94000003;S;155,93;;5;2016
190000104;94000003;S;147,21;;9;2016
190000104;94000003;S;118,08;;12;2016
190000104;94000004;H;;28.969,11;8;2016
190000104;94000004;H;;99.138,89;9;2016
190000104;94000004;H;;58.295,54;12;2016
190000104;94000011;S;777,15;;1;2016
190000104;94000011;S;89,41;;2;2016
190000104;94000011;S;89,11;;3;2016
190000104;94000011;S;66,97;;4;2016
190000104;94000011;S;70,96;;5;2016
190000104;94000011;S;56,14;;6;2016
190000104;94000011;S;269,07;;7;2016
190000104;94000011;S;56,30;;8;2016
190000104;94000011;S;54,52;;9;2016
190000104;94000011;S;55,99;;10;2016
190000104;94000011;S;425,30;;11;2016
190000104;94000011;S;;24,02;12;2016
190000104;94000011;S;6.052,74;;13;2016
190000104;94000015;S;1.626,21;;1;2016
190000104;94000015;S;1.015,12;;2;2016
190000104;94000015;S;1.105,54;;3;2016
190000104;94000015;S;1.276,30;;4;2016
190000104;94000015;S;1.206,29;;5;2016
190000104;94000015;S;1.109,21;;6;2016
190000104;94000015;S;1.272,23;;7;2016
190000104;94000015;S;1.418,03;;8;2016
190000104;94000015;S;1.113,41;;9;2016
190000104;94000015;S;1.612,02;;10;2016
190000104;94000015;S;1.720,62;;11;2016
190000104;94000015;S;1.401,62;;12;2016
190000104;94000015;S;397,13;;13;2016
190000104;94000023;S;101,06;;1;2016
190000104;94000023;S;46,63;;3;2016
190000104;94000025;S;331,98;;2;2016
190000104;94000025;S;7.095,40;;4;2016
190000104;94000025;S;64,38;;5;2016
190000104;94000025;S;578,07;;6;2016
190000104;94000025;S;12,57;;7;2016
190000104;94000025;S;115,77;;9;2016
190000104;94000025;S;1.128,38;;12;2016
190000104;94000033;S;281,27;;1;2016
190000104;94000033;S;280,77;;2;2016
190000104;94000033;S;278,67;;3;2016
190000104;94000033;S;215,65;;4;2016
190000104;94000033;S;211,96;;5;2016
190000104;94000033;S;209,99;;6;2016
190000104;94000033;S;208,60;;7;2016
190000104;94000033;S;202,37;;8;2016
190000104;94000033;S;186,85;;9;2016
190000104;94000033;S;192,57;;10;2016
190000104;94000033;S;191,94;;11;2016
190000104;94000033;S;191,22;;12;2016
190000104;94000055;S;6,50;;9;2016
190000104;94000063;S;43,44;;1;2016
190000104;94000063;S;180,50;;2;2016
190000104;94000063;S;9,52;;3;2016
190000104;94000063;S;479,69;;7;2016
190000104;94000063;S;43,44;;8;2016
190000104;94000063;S;1.056,60;;9;2016
190000104;94000063;S;56,25;;10;2016
190000104;94000063;S;74,99;;11;2016
190000104;94000063;S;79,93;;12;2016
190000104;94000065;S;600,00;;3;2016
190000104;94000065;S;600,00;;6;2016
190000104;94000065;S;600,00;;9;2016
190000104;94000065;S;432,00;;12;2016
190000104;94000073;S;59,53;;1;2016
190000104;94000073;S;14,12;;2;2016
190000104;94000073;S;39,25;;3;2016
190000104;94000073;S;29,98;;4;2016
190000104;94000073;S;13,67;;5;2016
190000104;94000073;S;61,19;;6;2016
190000104;94000073;S;18,36;;7;2016
190000104;94000073;S;28,39;;8;2016
190000104;94000073;S;30,64;;9;2016
190000104;94000073;S;48,80;;10;2016
190000104;94000073;S;30,03;;11;2016
190000104;94000073;S;55,66;;12;2016
190000104;94000073;S;0,67;;13;2016
190000104;94000083;S;53,45;;1;2016
190000104;94000083;S;31,35;;2;2016
190000104;94000083;S;309,55;;3;2016
190000104;94000083;S;617,75;;7;2016
190000104;94000083;S;72,20;;8;2016
190000104;94000083;S;63,65;;9;2016
190000104;94000083;S;71,50;;10;2016
190000104;94000083;S;68,94;;11;2016
190000104;94000083;S;;27,73;12;2016
190000104;94000103;S;107,75;;1;2016
190000104;94000103;S;164,10;;2;2016
190000104;94000103;S;60,92;;4;2016
190000104;94000103;S;1.549,06;;5;2016
190000104;94000103;S;127,00;;6;2016
190000104;94000103;S;167,00;;7;2016
190000104;94000103;S;396,57;;9;2016
190000104;94000103;S;108,75;;10;2016
190000104;94000103;S;296,56;;11;2016
190000104;94000103;S;876,96;;12;2016
190000104;94000133;S;5.617,78;;1;2016
190000104;94000133;S;2,12;;2;2016
190000104;94000133;S;;1,24;3;2016
190000104;94000133;S;;28,30;4;2016
190000104;94000133;S;;10,93;5;2016
190000104;94000133;S;;10,61;6;2016
190000104;94000133;S;2.146,17;;7;2016
190000104;94000133;S;;10,01;8;2016
190000104;94000133;S;;32,81;9;2016
190000104;94000133;S;;40,71;10;2016
190000104;94000133;S;3.386,37;;11;2016
190000104;94000133;S;;1.036,89;12;2016
190000104;94000133;S;;0,12;13;2016
190000113;416110; ;;22,46;1;2016
190000113;416110; ;;22,46;2;2016
190000113;416110; ;;22,46;3;2016
190000113;416110; ;;22,46;4;2016
190000113;416110; ;;22,46;5;2016
190000113;416110; ;;22,47;6;2016
190000113;416110; ;;22,46;7;2016
190000113;416110; ;;22,46;8;2016
190000113;416110; ;;22,46;9;2016
190000113;416110; ;;22,46;10;2016
190000113;416110; ;;22,46;11;2016
190000113;416110; ;;22,46;12;2016
190000113;416110; ;;183,97;13;2016
190000113;448500; ;;2.082,67;6;2016
190000113;448500; ;;4.619,55;8;2016
190000113;448500; ;;2.807,27;11;2016
190000113;448700; ;;12,79;6;2016
190000113;448700; ;;1,87;7;2016
190000113;448700; ;;1,26;8;2016
190000113;448700; ;;6,19;9;2016
190000113;448700; ;;9,65;10;2016
190000113;448700; ;;5,20;11;2016
190000113;448700; ;;1,23;12;2016
190000113;458200; ;;35,08;13;2016
190000113;458210; ;;769,43;13;2016
190000113;458220; ;;1.996,04;13;2016
190000113;501100; ;6.886,68;;7;2016
190000113;501100; ;2.784,20;;8;2016
190000113;501100; ;2.505,50;;9;2016
190000113;501100; ;2.505,50;;10;2016
190000113;501100; ;2.505,50;;11;2016
190000113;501100; ;6.229,19;;12;2016
190000113;501100; ;;2.599,21;13;2016
190000113;501200; ;19.435,52;;1;2016
190000113;501200; ;18.261,77;;2;2016
190000113;501200; ;18.261,77;;3;2016
190000113;501200; ;18.261,77;;4;2016
190000113;501200; ;18.261,77;;5;2016
190000113;501200; ;18.379,96;;6;2016
190000113;501200; ;18.379,96;;7;2016
190000113;501200; ;21.013,36;;8;2016
190000113;501200; ;18.543,51;;9;2016
190000113;501200; ;18.820,28;;10;2016
190000113;501200; ;33.778,25;;11;2016
190000113;501200; ;18.820,28;;12;2016
190000113;501200; ;3.826,55;;13;2016
190000113;502200; ;1.505,61;;1;2016
190000113;502200; ;1.412,70;;2;2016
190000113;502200; ;1.412,72;;3;2016
190000113;502200; ;1.412,70;;4;2016
190000113;502200; ;1.412,70;;5;2016
190000113;502200; ;1.421,87;;6;2016
190000113;502200; ;1.421,87;;7;2016
190000113;502200; ;1.626,00;;8;2016
190000113;502200; ;1.434,59;;9;2016
190000113;502200; ;1.456,00;;10;2016
190000113;502200; ;2.615,23;;11;2016
190000113;502200; ;1.456,00;;12;2016
190000113;502200; ;296,56;;13;2016
190000113;503200; ;3.843,41;;1;2016
190000113;503200; ;3.596,12;;2;2016
190000113;503200; ;3.605,11;;3;2016
190000113;503200; ;3.596,12;;4;2016
190000113;503200; ;3.596,12;;5;2016
190000113;503200; ;3.620,50;;6;2016
190000113;503200; ;3.620,50;;7;2016
190000113;503200; ;4.097,57;;8;2016
190000113;503200; ;3.643,23;;9;2016
190000113;503200; ;3.700,31;;10;2016
190000113;503200; ;6.348,63;;11;2016
190000113;503200; ;3.700,31;;12;2016
190000113;503200; ;698,03;;13;2016
190000113;504100; ;1,65;;1;2016
190000113;504100; ;0,79;;2;2016
190000113;504100; ;2,26;;3;2016
190000113;504100; ;1,29;;4;2016
190000113;504100; ;180,90;;5;2016
190000113;504100; ;283,16;;6;2016
190000113;504100; ;298,86;;7;2016
190000113;504100; ;297,35;;8;2016
190000113;504100; ;262,40;;9;2016
190000113;504100; ;213,42;;10;2016
190000113;504100; ;279,29;;11;2016
190000113;504100; ;272,34;;12;2016
190000113;504100; ;5,07;;13;2016
190000113;504101; ;;0,02;6;2016
190000113;504101; ;;1,18;10;2016
190000113;504101; ;;1,49;11;2016
190000113;504101; ;;1,90;12;2016
190000113;504110; ;0,18;;2;2016
190000113;504110; ;0,28;;3;2016
190000113;504110; ;1,81;;6;2016
190000113;504110; ;0,56;;8;2016
190000113;504110; ;0,23;;10;2016
190000113;505100; ;9.457,83;;13;2016
190000113;506100; ;1.909,71;;13;2016
190000113;506200; ;36,72;;13;2016
190000113;507100; ;29,80;;13;2016
190000113;507200; ;400,79;;13;2016
190000113;507300; ;320,27;;13;2016
190000113;509100; ;63,98;;1;2016
190000113;509100; ;58,26;;2;2016
190000113;509100; ;74,93;;3;2016
190000113;509100; ;58,26;;4;2016
190000113;509100; ;58,26;;5;2016
190000113;509100; ;58,26;;6;2016
190000113;509100; ;58,26;;7;2016
190000113;509100; ;71,42;;8;2016
190000113;509100; ;60,62;;9;2016
190000113;509100; ;60,62;;10;2016
190000113;509100; ;97,12;;11;2016
190000113;509100; ;54,54;;12;2016
190000113;511100; ;6.847,24;;13;2016
190000113;514100; ;1.403,16;;13;2016
190000113;514101; ;0,25;;13;2016
190000113;515100; ;2.185,20;;13;2016
190000113;524171; ;1.000,68;;3;2016
190000113;524171; ;20.250,91;;6;2016
190000113;524171; ;4.153,96;;9;2016
190000113;524171; ;1.933,03;;10;2016
190000113;524171; ;712,37;;11;2016
190000113;527130; ;9.443,84;;4;2016
