Kostenstelle,Beschreibung,Profitcenter,Amt,Produkt,Gültig_ab,Gültig_bis
379027,BN-2530,137000219,3700,0219,1/1/2009,12/31/9999
379028,BN-2531,137000219,3700,0219,1/1/2009,12/31/9999
379029,BN-2532,137000219,3700,0219,1/1/2009,12/31/9999
379030,BN-2533,137000219,3700,0219,1/1/2009,12/31/9999
379031,BN-2534,137000219,3700,0219,1/1/2009,12/31/9999
379033,BN-BN 2509 ELW FF Dransdorf,137000219,3700,0219,1/1/2012,12/31/9999
379034,BN-2537,137000219,3700,0219,1/1/2009,12/31/9999
379035,BN-BN 2514 PKW FSD,137000219,3700,0219,6/1/2016,12/31/9999
379036,BN-2541,137000219,3700,0219,1/1/2009,12/31/9999
379037,BN-BN 2511 ELW FF Bonn-Mitte,137000219,3700,0219,1/1/2012,12/31/9999
379038,BN-2543,137000219,3700,0219,1/1/2009,12/31/9999
379039,BN-BN 2574 MTW,137000219,3700,0219,4/1/2011,12/31/9999
379040,BN-BN 2574 MTW,137000219,3700,0219,4/1/2011,12/31/9999
379041,BN-BN 2523 DLK,137000219,3700,0219,5/1/2012,12/31/9999
379042,BN-2548,137000219,3700,0219,1/1/2009,12/31/9999
379043,BN-2550,137000219,3700,0219,1/1/2009,12/31/9999
379044,BN-BN 2522 DL,137000219,3700,0219,7/1/2010,12/31/9999
379045,BN-2563,137000219,3700,0219,1/1/2009,12/31/9999
379046,BN-2564,137000219,3700,0219,1/1/2009,12/31/9999
379047,BN-2565,137000219,3700,0219,1/1/2009,12/31/9999
379048,BN-2566,137000219,3700,0219,1/1/2009,12/31/9999
379049,BN-2598 GW Kurier,137000219,3700,0219,3/1/2016,12/31/9999
379051,BN-2571,137000219,3700,0219,1/1/2009,1/31/2016
379052,BN-2572,137000219,3700,0219,1/1/2009,12/31/9999
379053,BN-2573,137000219,3700,0219,1/1/2009,12/31/9999
379054,BN-2574,137000219,3700,0219,1/1/2009,12/31/9999
379055,BN-2575,137000219,3700,0219,1/1/2009,12/31/9999
379056,BN-2578,137000219,3700,0219,1/1/2009,12/31/9999
379057,BN-2579,137000219,3700,0219,1/1/2009,12/31/9999
379058,BN-2581,137000219,3700,0219,1/1/2009,12/31/9999
379059,BN-2583,137000219,3700,0219,1/1/2009,12/31/9999
379060,BN-2584,137000219,3700,0219,1/1/2009,12/31/9999
379061,BN-2599,137000219,3700,0219,1/1/2009,12/31/9999
379062,BN-6300,137000219,3700,0219,1/1/2009,12/31/9999
379063,BN-8020,137000219,3700,0219,1/1/2009,12/31/9999
379064,BN-8021,137000219,3700,0219,1/1/2009,12/31/9999
379065,BN-8025,137000219,3700,0219,1/1/2009,12/31/9999
379066,MZB-02 2-79-02,137000219,3700,0219,7/1/2012,12/31/9999
379067,BN-8176,137000219,3700,0219,1/1/2009,12/31/9999
379068,BN-BN 2500,137000219,3700,0219,1/1/2009,12/31/9999
379069,BN-BN 2502,137000219,3700,0219,1/1/2009,12/31/9999
379070,BN-BN 2510,137000219,3700,0219,1/1/2009,12/31/9999
379071,BN-BN 2525,137000219,3700,0219,1/1/2009,12/31/9999
379072,BN-BN 2550,137000219,3700,0219,1/1/2009,12/31/9999
379073,BN-BN 2568,137000219,3700,0219,1/1/2009,12/31/9999
379074,BN-BN 2570,137000219,3700,0219,1/1/2009,12/31/9999
379075,BN-BN 2575,137000219,3700,0219,1/1/2009,12/31/9999
379076,BN-BN 2576,137000219,3700,0219,1/1/2009,12/31/9999
379077,BN-BN 2577,137000219,3700,0219,1/1/2009,12/31/9999
379078,TK-5371,137000219,3700,0219,1/1/2009,12/31/9999
379079,BN-2081,137000219,3700,0219,1/1/2009,12/31/9999
379080,BN-2082,137000219,3700,0219,1/1/2009,12/31/9999
379081,BN-2001,137000220,3700,0220,1/1/2009,12/31/9999
379082,BN-2002,137000220,3700,0220,1/1/2009,12/31/9999
379083,BN-2003,137000220,3700,0220,1/1/2009,12/31/9999
379084,BN-2004,137000220,3700,0220,1/1/2009,12/31/9999
379085,BN-2005,137000220,3700,0220,1/1/2009,12/31/9999
379086,BN-2006,137000220,3700,0220,1/1/2009,12/31/9999
379087,BN-2007,137000220,3700,0220,1/1/2009,12/31/9999
379088,BN-2008,137000220,3700,0220,1/1/2009,12/31/9999
379089,BN-2009,137000220,3700,0220,1/1/2009,12/31/9999
379090,BN-2010,137000220,3700,0220,1/1/2009,12/31/9999
379091,BN-2011,137000220,3700,0220,1/1/2009,12/31/9999
379093,BN-2022,137000220,3700,0220,1/1/2009,12/31/9999
379094,BN-2024,137000220,3700,0220,1/1/2009,12/31/9999
379096,BN-2026,137000220,3700,0220,1/1/2009,12/31/9999
379098,BN-2028,137000220,3700,0220,1/1/2009,12/31/9999
379101,BN-2075,137000220,3700,0220,1/1/2009,12/31/9999
379102,BN-2076,137000220,3700,0220,1/1/2009,12/31/9999
379103,BN-2095,137000220,3700,0220,1/1/2009,12/31/9999
379104,BN-2113,137000220,3700,0220,1/1/2009,12/31/9999
379105,BN-2256,137000220,3700,0220,1/1/2009,12/31/9999
379106,BN-BN 2519 Spülmobilanhänger,137000220,3700,0220,1/1/2014,12/31/9999
379107,BN-2522,137000220,3700,0220,1/1/2009,12/31/9999
379108,BN-2526,137000220,3700,0220,1/1/2009,1/31/2016
379110,BN-BN 2589,137000221,3700,0221,4/1/2010,12/31/9999
379111,Kleingerät 808 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379113,BN-2567,137000220,3700,0220,1/1/2009,12/31/9999
379114,BN-8118,137000220,3700,0220,1/1/2009,12/31/9999
379115,BN-8119,137000220,3700,0220,1/1/2009,12/31/9999
379117,BN-8124,137000220,3700,0220,1/1/2009,12/31/9999
379118,BN-8129,137000220,3700,0220,1/1/2009,12/31/9999
379119,BN-8130,137000220,3700,0220,1/1/2009,12/31/9999
379120,BN-8131,137000220,3700,0220,1/1/2009,12/31/9999
379121,BN-8137,137000220,3700,0220,1/1/2009,12/31/9999
379122,Kleingerät 801 Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379123,Kleingerät 802 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379124,Kleingerät 803 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379125,Kleingerät 804 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379126,Kleingerät 805 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379127,Kleingerät 806 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379129,Kleingerät 807 AB Stegebau,137000220,3700,0220,7/1/2012,12/31/9999
379130,BN-2054,137000221,3700,0221,1/1/2009,12/31/9999
379135,BN-BN 2586 RTW,137000221,3700,0221,6/1/2011,12/31/9999
379136,BN-BN 2587 RTW,137000221,3700,0221,6/1/2011,12/31/9999
379137,BN-BN 2530 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379138,BN-BN 2531 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379139,BN-BN 2532 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379140,BN-BN 2533 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379141,BN-BN 2541 RTW,137000221,3700,0221,9/1/2015,12/31/9999
379143,BN-BN 2597,137000221,3700,0221,1/1/2009,12/31/9999
379146,BN-BN 2588 NEF,137000221,3700,0221,9/1/2015,12/31/9999
379149,BN-BN 2592 NEF,137000221,3700,0221,9/1/2015,12/31/9999
379150,BN-BN 2593,137000221,3700,0221,1/1/2009,12/31/9999
379151,BN-2580,137000221,3700,0221,1/1/2009,12/31/9999
379152,BN-2598,137000221,3700,0221,1/1/2009,3/31/2016
379154,Kleingerät 100,137000219,3700,0219,1/1/2009,12/31/9999
379155,BN-BN 2518 GW Hochwasser,137000219,3700,0219,4/1/2011,12/31/9999
379156,RTB-1 Schnelleinsatzboot,137000219,3700,0219,7/1/2012,12/31/9999
379157,Kleingerät 771,137000219,3700,0219,1/1/2009,12/31/9999
379158,Kleingerät 772,137000219,3700,0219,1/1/2009,12/31/9999
379159,Kleingerät 777,137000219,3700,0219,1/1/2009,12/31/9999
379160,Kleingerät 778,137000219,3700,0219,1/1/2009,12/31/9999
379161,Kleingerät 779,137000219,3700,0219,1/1/2009,12/31/9999
379162,Kleingerät 782,137000219,3700,0219,1/1/2009,12/31/9999
379163,Kleingerät 783,137000219,3700,0219,1/1/2009,12/31/9999
379164,Kleingerät 785,137000219,3700,0219,1/1/2009,12/31/9999
379165,Kleingerät 786,137000219,3700,0219,1/1/2009,12/31/9999
379166,Kleingerät 787,137000219,3700,0219,1/1/2009,12/31/9999
379167,Kleingerät 788,137000219,3700,0219,1/1/2009,12/31/9999
379169,Kleingerät 790,137000219,3700,0219,1/1/2009,12/31/9999
379170,Kleingerät 791,137000219,3700,0219,1/1/2009,12/31/9999
379171,Kleingerät 792,137000219,3700,0219,1/1/2009,12/31/9999
379172,Kleingerät 793,137000219,3700,0219,1/1/2009,12/31/9999
379173,Kleingerät 794,137000219,3700,0219,1/1/2009,12/31/9999
379174,Kleingerät 795,137000219,3700,0219,1/1/2009,12/31/9999
379175,Kleingerät 796,137000219,3700,0219,1/1/2009,12/31/9999
379176,Kleingerät 797,137000219,3700,0219,1/1/2009,12/31/9999
379177,Kleingerät 798,137000219,3700,0219,1/1/2009,12/31/9999
379178,Kleingerät 799,137000219,3700,0219,1/1/2009,12/31/9999
379179,BN-BN 2583 MTW,137000219,3700,0219,3/1/2013,12/31/9999
379180,BN-BN 2584 MTW,137000219,3700,0219,3/1/2013,12/31/9999
379181,BN-BN 2585 MTW,137000219,3700,0219,3/1/2013,12/31/9999
379182,BN-BN 2504 KdoW,137000219,3700,0219,7/1/2013,12/31/9999
379183,BN-BN 2505 KdoW,137000219,3700,0219,7/1/2013,12/31/9999
379184,BN-BN 2506 KdoW,137000219,3700,0219,10/1/2013,12/31/9999
379185,BN-BN 2572 MTW,137000219,3700,0219,10/1/2013,12/31/9999
379188,Betankung Bundesfahrzeuge,137000219,3700,0219,7/1/2012,12/31/9999
379189,BN-BN 2554 HLF,137000219,3700,0219,6/1/2016,12/31/9999
379190,BN-BN 2555 HLF,137000219,3700,0219,6/1/2016,12/31/9999
379191,BN-BN 2556 HLF,137000219,3700,0219,6/1/2016,12/31/9999
379192,BN-BN 2557 HLF,137000219,3700,0219,6/1/2016,12/31/9999
379198,Kleingerät 784,137000220,3700,0220,1/1/2009,12/31/9999
379199,Kleingerät 5372,137000220,3700,0220,1/1/2009,12/31/9999
379204,BN-BN 2503,137000219,3700,0219,1/1/2009,12/31/9999
379209,BN-BN 2516,137000219,3700,0219,1/1/2009,12/31/9999
379213,BN-BN 2594 NEF,137000221,3700,0221,1/1/2015,12/31/9999
379214,BN-BN 2578,137000219,3700,0219,1/1/2009,12/31/9999
379215,BN-BN 2579,137000219,3700,0219,1/1/2009,12/31/9999
379216,Kleingerät 5376,137000221,3700,0221,1/1/2009,12/31/9999
379217,BN-BN 2534 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379218,BN-BN 2527 WLF,137000219,3700,0219,9/1/2015,12/31/9999
379220,BN-BN 2535 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379221,BN-BN 2580,137000219,3700,0219,1/1/2009,12/31/9999
379222,BN-BN 2536 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379223,BN-BN 2537 RTW,137000221,3700,0221,2/1/2014,12/31/9999
379224,BN-BN 2538 RTW,137000221,3700,0221,1/1/2015,12/31/9999
379225,BN-BN 2581,137000219,3700,0219,1/1/2009,12/31/9999
379226,BN-BN 2539 RTW,137000221,3700,0221,1/1/2015,12/31/9999
379227,BN-BN 2540 RTW,137000221,3700,0221,1/1/2015,12/31/9999
379228,BN-BN 2521,137000219,3700,0219,1/1/2009,12/31/9999
379229,BN-BN 2582,137000219,3700,0219,1/1/2009,12/31/9999
379230,BN-BN 2595,137000221,3700,0221,9/1/2009,12/31/9999
379231,BN-BN 2542,137000221,3700,0221,4/1/2016,12/31/9999
379232,BN-BN 2562,137000219,3700,0219,11/1/2009,12/31/9999
379233,BN-BN 2551,137000219,3700,0219,11/1/2009,12/31/9999
379234,BN-BN 2552,137000219,3700,0219,11/1/2009,12/31/9999
379235,BN-BN 2553,137000219,3700,0219,11/1/2009,12/31/9999
379236,AB Dekon-V,137000220,3700,0220,11/1/2009,12/31/9999
379237,BN-BN 2590,137000221,3700,0221,4/1/2010,12/31/9999
379238,BN-BN 2526 WLF,137000219,3700,0219,4/1/2010,12/31/9999
379239,BN-BN 2564 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379240,BN-BN 2565 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379241,BN-BN 2566 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379242,BN-BN 2567 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379243,BN-BN 2571 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379244,BN-BN 2569 LF10/6,137000219,3700,0219,10/1/2010,12/31/9999
379245,BN-2161 GW VB,137000219,3700,0219,11/1/2010,12/31/9999
379246,BN-BN 2507 NEF,137000221,3700,0221,9/1/2013,12/31/9999
379247,BN-BN 2508 NEF,137000221,3700,0221,9/1/2013,12/31/9999
379248,BN-BN 2598 GW Rett,137000221,3700,0221,9/1/2015,12/31/9999
400800,Amtsleitung und Sekretariat Amt 40,140000300,4000,0300,1/1/2006,12/31/9999
400801,"40-01 Allg. Verwaltung, Rat, Ausschüsse",140000300,4000,0300,7/1/2016,12/31/9999
400802,"40-02 Haushalt, Finanzen",140000300,4000,0300,7/1/2016,12/31/9999
400803,"40-03 Beschaffungen, Medienentwicklung",140000300,4000,0300,7/1/2016,12/31/9999
400810,40-0 Leitung,140000300,4000,0300,7/1/2016,12/31/9999
400888,Sammler Freistellungen,140000300,4000,0300,1/1/2006,12/31/9999
400899,Großküche RWBK (BgA),140000307,4000,0307,1/1/2014,12/31/9999
400910,HKST Sporthallen Grundschulen,140000301,4000,0301,1/1/2011,12/31/9999
400920,HKST Sporthallen Hauptschulen,140000302,4000,0302,1/1/2011,12/31/9999
400930,HKST Sporthallen Realschulen,140000303,4000,0303,1/1/2011,12/31/9999
400940,HKST Sporthallen Gymnasium,140000304,4000,0304,1/1/2011,12/31/9999
400950,HKST Sporthallen Gesamtschulen,140000305,4000,0305,1/1/2011,12/31/9999
400960,HKST Sporthallen Förderschulen,140000306,4000,0306,1/1/2011,12/31/9999
400970,HKST Sporthallen Berufskollegs,140000307,4000,0307,1/1/2011,12/31/9999
401500,Beschaffung/Porto/Telefon,140000300,4000,0300,1/1/2008,12/31/9999
401801,Abteilung 1 Service für Schulen,140000300,4000,0300,1/1/2006,12/31/9999
401810,40-1 Leitung,140000300,4000,0300,7/1/2016,12/31/9999
401811,40-11 Schulbau,140000300,4000,0300,7/1/2016,12/31/9999
401812,40-12 Bildungsberatung,140000300,4000,0300,7/1/2016,12/31/9999
401813,"40-13 SEP, Statistik, ADV",140000300,4000,0300,7/1/2016,12/31/9999
401814,40-14 Zentrale Aufgaben / Koordination,140000300,4000,0300,7/1/2016,12/31/9999
402801,"Abteilung 2 Service, Beratungsangebote",140000300,4000,0300,7/1/2016,12/31/9999
402810,40-2 Leitung,140000300,4000,0300,7/1/2016,12/31/9999
402820,40-20 Sachgebietsleitung,140000300,4000,0300,7/1/2016,12/31/9999
402821,40-21 Schülerfahrkosten,140000300,4000,0300,7/1/2016,12/31/9999
402822,40-22 Schülerangelegenheiten,140000300,4000,0300,1/1/2006,12/31/9999
402823,40-23 Personal an Grundschulen,140000300,4000,0300,7/1/2016,12/31/9999
402824,40-24 Personal an Schulen,140000300,4000,0300,7/1/2016,12/31/9999
403801,"Ab.3,Plan.,Entwickl.,Beratung,Betreuung",140000300,4000,0300,7/1/2016,12/31/9999
403810,40-3 Leitung,140000300,4000,0300,7/1/2016,12/31/9999
403831,40-31 Sachgebietsleitung,140000300,4000,0300,7/1/2016,12/31/9999
403832,40-32 Medienzentrum,140000300,4000,0300,7/1/2016,12/31/9999
403833,40-33 OGS-Büro,140000300,4000,0300,7/1/2016,12/31/9999
403834,40-34 Inklusionsbüro,140000300,4000,0300,7/1/2016,12/31/9999
403835,40-35 Schulsozialdienst,140000300,4000,0300,7/1/2016,12/31/9999
403836,Bildungsberatung,140000300,4000,0300,7/1/2016,12/31/9999
405810,40-RBB Regionales Bildungsbüro,140000300,4000,0300,7/1/2016,12/31/9999
405811,40-RBB/40-0,140000300,4000,0300,7/1/2016,12/31/9999
407810,OGS Carl-Schurz-Schule,140000301,4000,0301,1/1/2007,12/31/9999
407825,OGS Kettelerschule,140000301,4000,0301,1/1/2007,12/31/9999
408800,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408801,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408802,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408803,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408804,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408805,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408806,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408807,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408808,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408809,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408810,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408811,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408812,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408813,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408814,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408815,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408816,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408817,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408818,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408819,Anteilstelle,140000300,4000,0300,1/1/2006,12/31/9999
408820,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408821,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408822,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408823,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408824,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408825,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408826,Anteilstelle,140000300,4000,0300,1/1/2007,12/31/9999
408827,Anteilstelle,140000300,4000,0300,7/1/2008,12/31/9999
408828,Anteilstelle,140000300,4000,0300,7/1/2009,12/31/9999
408829,Anteilstelle,140000300,4000,0300,4/1/2010,12/31/9999
408830,Anteilstelle,140000300,4000,0300,4/1/2010,12/31/9999
408831,Anteilstelle,140000300,4000,0300,7/1/2010,12/31/9999
408832,Anteilstelle,140000300,4000,0300,6/1/2012,12/31/9999
408833,Anteilstelle,140000300,4000,0300,9/1/2012,12/31/9999
409800,GGS Adelheidisschule,140000301,4000,0301,1/1/2006,12/31/9999
409801,KGS Am Domhof,140000301,4000,0301,1/1/2006,12/31/9999
409802,GGS Andreasschule,140000301,4000,0301,1/1/2006,12/31/9999
409803,GGS Arnold-von-Wied-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409804,KGS Beethovenschule,140000301,4000,0301,1/1/2006,12/31/9999
409805,KGS Bernhardschule,140000301,4000,0301,1/1/2006,12/31/9999
409806,EGS Bodelschwingh-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409807,GGS Brüser Berg,140000301,4000,0301,1/1/2006,12/31/9999
409808,KGS Burgschule,140000301,4000,0301,1/1/2006,12/31/9999
409809,KGS Buschdorf,140000301,4000,0301,1/1/2006,12/31/9999
409810,GGS Carl-Schurz-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409811,KGS Clemens-August-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409812,KGS Donatusschule,140000301,4000,0301,1/1/2006,12/31/9999
409813,EGS Elsa-Brändström-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409814,GGS Ennertschule,140000301,4000,0301,1/1/2006,12/31/9999
409815,GGS Erich-Kästner-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409816,GGS Finkenhofschule,140000301,4000,0301,1/1/2006,12/31/9999
409817,GGS Gotenschule,140000301,4000,0301,1/1/2006,12/31/9999
409818,GGS Gottfried-Kinkel-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409819,GGS Heiderhof,140000301,4000,0301,1/1/2006,12/31/9999
409820,KGS Holzlar,140000301,4000,0301,1/1/2006,12/31/9999
409821,KGS Engelsbachschule,140000301,4000,0301,8/1/2010,12/31/9999
409822,GGS Jahnschule,140000301,4000,0301,1/1/2006,12/31/9999
409823,KGS Josefschule,140000301,4000,0301,1/1/2006,12/31/9999
409824,GGS Karlschule,140000301,4000,0301,1/1/2006,12/31/9999
409825,GGS Kettelerschule,140000301,4000,0301,1/1/2006,12/31/9999
409826,GGS Kreuzbergschule,140000301,4000,0301,1/1/2006,12/31/9999
409827,KGS Laurentiusschule,140000301,4000,0301,1/1/2006,12/31/9999
409828,GGS Ludwig-Richter-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409829,KGS Lyngsbergschule,140000301,4000,0301,1/1/2006,12/31/9999
409830,Grundschulverbund MarienschuleNordschule,140000301,4000,0301,1/1/2008,12/31/9999
409831,GGS Marktschule,140000301,4000,0301,1/1/2006,12/31/9999
409832,GGS Matthias-Claudius-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409833,GGS Medinghoven,140000301,4000,0301,1/1/2006,12/31/9999
409834,GGS Michaelschule,140000301,4000,0301,1/1/2006,12/31/9999
409836,GGS Montessorischule,140000301,4000,0301,1/1/2006,12/31/9999
409837,GGS Münsterschule,140000301,4000,0301,1/1/2006,12/31/9999
409838,KGS Nikolausschule,140000301,4000,0301,1/1/2006,12/31/9999
409839,KGS Nordschule,140000301,4000,0301,1/1/2006,12/31/2999
409840,GGS Om Berg,140000301,4000,0301,1/1/2006,12/31/9999
409841,GGS Paul-Gerhardt-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409842,GGS Paul-Klee-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409843,KGS Paulusschule,140000301,4000,0301,1/1/2006,12/31/9999
409844,GGS Robert-Koch-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409845,KGS Rochusschule,140000301,4000,0301,1/1/2006,12/31/9999
409846,KGS Schlossbachschule,140000301,4000,0301,1/1/2006,12/31/9999
409847,KGS Servatiusschule,140000301,4000,0301,1/1/2006,12/31/9999
409848,GGS Stiftsschule,140000301,4000,0301,1/1/2006,12/31/9999
409849,GGS Till-Eulenspiegel-Schule,140000301,4000,0301,1/1/2006,12/31/9999
409850,GGS Waldschule,140000301,4000,0301,1/1/2006,12/31/9999
409852,GHS Anne-Frank-Schule,140000302,4000,0302,1/1/2006,12/31/9999
409853,GHS August-Macke-Schule,140000302,4000,0302,1/1/2006,12/31/9999
409854,GHS Johannes-Rau-Schule,140000302,4000,0302,1/1/2006,12/31/9999
409855,Karl-Simrock-Schule f.Berufsorientierung,140000302,4000,0302,4/1/2009,12/31/9999
409856,KHS St. Hedwig,140000302,4000,0302,1/1/2006,12/31/9999
409858,"Abendrealschule, WBK",140000303,4000,0303,1/1/2006,12/31/9999
409859,Carl-Schurz-Realschule,140000303,4000,0303,1/1/2006,12/31/9999
409860,Emilie-Heyermann-Realschule,140000303,4000,0303,1/1/2006,12/31/9999
409861,Freiherr-vom-Stein-Realschule,140000303,4000,0303,1/1/2006,12/31/9999
409862,Gertrud-Bäumer-Realschule,140000303,4000,0303,1/1/2006,12/31/9999
409863,Gottfried-Kinkel-Realschule,140000303,4000,0303,1/1/2006,12/31/9999
409864,Realschule Beuel,140000303,4000,0303,1/1/2006,12/31/9999
409865,Realschule Hardtberg,140000303,4000,0303,1/1/2006,12/31/9999
409866,Margot-Barnard-Realschule,140000303,4000,0303,8/1/2013,12/31/9999
409867,Abendgymnasium u. Kolleg WBK Bonn,140000304,4000,0304,1/1/2006,12/31/9999
409868,Beethoven-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409869,Carl-von-Ossietzky-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409870,Clara-Schumann-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409871,Ernst-Moritz-Arndt-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409872,Friedrich-Ebert-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409873,Hardtberg-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409874,Helmholtz-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409875,Konrad-Adenauer-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409876,Nicolaus-Cusanus-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409877,Tannenbusch-Gymnasium,140000304,4000,0304,1/1/2006,12/31/9999
409878,Astrid-Lindgren-Schule,140000306,4000,0306,1/1/2006,12/31/9999
409879,Derletalschule,140000306,4000,0306,1/1/2006,12/31/9999
409880,Gartenschule Gebäudekosten,140000306,4000,0306,8/1/2015,12/31/2016
409881,Joh-Gutenberg-Schule Gebäudekosten,140000306,4000,0306,8/1/2015,12/31/2016
409882,Rheinschule,140000306,4000,0306,8/1/2015,12/31/9999
409883,Königin-Juliana-Schule,140000306,4000,0306,1/1/2006,12/31/9999
409884,Paul-Martini-Schule,140000306,4000,0306,1/1/2006,12/31/9999
409886,Siebengebirgsschule,140000306,4000,0306,1/1/2006,12/31/9999
409887,Bertolt-Brecht-Gesamtschule,140000305,4000,0305,1/1/2006,12/31/9999
409888,Elisabeth-Selbert-Gesamtschule,140000305,4000,0305,9/1/2011,12/31/9999
409889,Gesamtschule Bonn-Beuel,140000305,4000,0305,1/1/2006,12/31/9999
409890,Friedrich-List-Berufskolleg,140000307,4000,0307,1/1/2006,12/31/9999
409891,Heinrich-Hertz-Berufskolleg,140000307,4000,0307,1/1/2006,12/31/9999
409892,Ludwig-Erhard-Berufskolleg,140000307,4000,0307,1/1/2006,12/31/9999
409893,Robert-Wetzlar-Berufskolleg,140000307,4000,0307,1/1/2006,12/31/9999
409894,Marie-Kahle-Gesamtschule,140000305,4000,0305,6/1/2009,12/31/9999
409895,Bonns Fünfte,140000305,4000,0305,1/1/2011,12/31/9999
410800,Amtsleitung und Vorzimmer,141000400,4100,0400,1/1/2007,12/31/9999
410801,Mitarbeiter TE 01 und TE 02,141000400,4100,0400,1/1/2007,12/31/9999
410802,Zentrale Dienste 1,141000400,4100,0400,1/1/2007,12/31/9999
410804,Zentrale Dienste 3,141000400,4100,0400,1/1/2007,12/31/9999
410805,Zentrale Dienste 4,141000400,4100,0400,1/1/2007,12/31/9999
410807,Zentrale Dienste 6,141000400,4100,0400,1/1/2007,12/31/9999
410809,Buchhaltung,141000400,4100,0400,1/1/2007,12/31/9999
410810,Mitarbeiterkostenstelle 2,141000401,4100,0401,1/1/2009,12/31/9999
410811,Mitarbeiterkostenstelle,141000401,4100,0401,1/1/2007,12/31/9999
410814,Kulturförderung,141000400,4100,0400,1/1/2009,12/31/9999
410815,Beethovenstiftung,141000403,4100,0403,1/1/2012,12/31/9999
410888,Sammler Freistellungen,141000400,4100,0400,1/1/2007,12/31/9999
410901,Sammler Overheadkosten TE01,141000401,4100,0401,1/1/2007,12/31/9999
410902,Sammler Overheadkosten TE02,141000402,4100,0402,1/1/2007,12/31/9999
410904,Sammler Overheadkosten 41-8,141800404,4180,0404,1/1/2007,12/31/9999
410905,Sammler Overheadkosten 41-7,141700405,4170,0405,1/1/2007,12/31/9999
