EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2016;G;3;39;39086;REDUCCIﾓN EMISIONES;REDUCCIﾓN EMISIONES GESTIﾓN DE RESIDUOS
2016;G;3;39;39087;PRACT. SEGURAS C.SANITARI;IMPULSO PRACTICAS SEGURAS EN CENTROS SANITARIOS
2016;G;3;39;39088;ESTRAT. SALUD MENTAL;ESTRATEGIA DE SALUD MENTAL
2016;G;3;39;39089;PLAN-E DEPENDENCIA;FONDO ESPECIAL PLAN-E DEPENDENCIA
2016;G;3;39;39090;Conv. Mｺ Indust. TDT;CONVENIO CON Mｺ INDUSTRIA TRANSICION TDT
2016;G;3;39;39091;Cnv.MICINN Fom.Parq.CyT馗;Cnv.MICINN Fomento Parq.Cientficos y Tecnolgicos
2016;G;3;39;39092;CONF. SEC. DE IGUALDAD;CONFERENCIA SECTORIAL DE IGUALDAD
2016;G;3;39;39093;Proy. Escuela 2.0.;Proyecto Escuela 2.0.
2016;G;3;39;39094;Convenio MICINN LMA;Convenio MICINN LMA
2016;G;3;39;39095;CONVENIO MINISTERIO DE LA IGUALDAD;CONVENIO MINISTERIO DE LA IGUALDAD
2016;G;3;39;39096;Cｺ MｺED.ACTUAL.TITULO FP;Convenio MｺEducacin.Actualiz. cat疝ogo ttulos FP
2016;G;3;39;39097;P.REEDUCACIﾓN MALTRATADOR;PROGRAMA DE REEDUCACIﾓN DE MALTRATADORES
2016;G;3;39;39098;INTERN. CULT. ESPAﾑOLA;INTERNACIONALIZACIﾓN DE LA CULTURA ESPAﾑOLA (MAE)
2016;G;3;39;39099;Programa ARCE.MｺEducacin;Programa Arce. Ministerio de Educacin
2016;G;3;39;39100;CONV. GEST.IT Y CORTA DUR;CONV.ESTRATEG.GESTIﾓN IT Y COMP. PROC. CORTA DUR
2016;G;3;39;39101;Conv.AEMPS Jorn.Insp.Farm;Conv. AEMPS Jornadas Inspecc. Farmac騏tica
2016;G;3;39;39102;Mｺ TRAB. CENTRO NAL. REF.;Mｺ TRABAJO SUBV. CENTRO NAL, REF. FORMACIﾓN PROF.
2016;G;3;39;39103;MCI-Estrategia Estatal In;MCI-Estrategia Estatal Innovacin
2016;G;3;39;39104;EURIBERIS;EURIBERIS
2016;G;3;39;39105;CONV. CITA CHE RIEGOS;CONV. CITA CHE EVALUACIﾓN SIST. RIEGOS CUENCA EBRO
2016;G;3;39;39106;OLIMPIADAS FP;OLIMPIADAS FORMACIﾓN PROFESIONAL
2016;G;3;39;39107;FORMACIﾓN PERM. PROF.;FORMACIﾓN PERMANENTE PROFESORADO
2016;G;3;39;39108;PEAC ACRED. COMPT. PROF.;PEAC PROC. ACREDITACIﾓN COMPETENCIAS PROFESIONALES
2016;G;3;39;39109;Just.gratuita e inf.tribu;Justicia gratuita e informatizacin de tribunales
2016;G;3;39;39110;MICIIN-PNICDIT;MICIIN-Plan N.Investigacin Cientif. Desarr.e Inno
2016;G;3;39;39111;SPE SUBV ERE SINTEL;SPE SUBVENCIﾓN AFECTADOS ERE SINTEL
2016;G;3;39;39112;DISMINUCIﾓN ABANDONO ESC.;PROGRAMA DE DISMINUCIﾓN DEL ABANDONO ESCOLAR
2016;G;3;39;39113;Ministerio Inv. Agroalime;Ministerio Investigacin Agroalimentaria
2016;G;3;39;39114;OTRAS EEPP-INV AGROALIM;OTRAS EEPP-INVESTIGACIﾓN AGROALIMENTARIA
2016;G;3;39;39115;HOSPITAL DEL MUNDO;HOSPITAL DEL MUNDO
2016;G;3;39;39116;FONDO ESTATAL DE EMPLEO Y SOSTENIBILIDAD SOCIAL;FONDO ESTATAL DE EMPLEO Y SOSTENIBILIDAD SOCIAL
2016;G;3;39;39117;PLAN DE VIVIENDA 2013-2016;PLAN DE VIVIENDA 2013-2016
2016;G;3;39;39118;PLAN DE INVERSIONES SISTEMA INFORMACIﾓN SANITARIA;PLAN DE INVERSIONES SISTEMA INFORMACIﾓN SANITARIA
2016;G;3;39;39119;NUEVOS CICLOS DE F.P. BﾁSICA;NUEVOS CICLOS DE F.P. BﾁSICA
2016;G;3;39;39120;M JUSTICIA PROGRAMA DE REFORMA ADM JUSTICIA;M JUSTICIA PROGRAMA DE REFORMA ADM JUSTICIA
2016;G;3;39;39121;NUEVOS ITINERARIOS 3ｺ Y 4ｺ ESO;NUEVOS ITINERARIOS 3ｺ Y 4ｺ ESO
2016;G;5;51;51001;MANT. COLEGIOS PﾚBLICOS;MANTENIMIENTO COLEGIOS PﾚBLICOS
2016;G;5;51;51002;DPT - INVESTIGACIﾓN AGROALIMENTARIA;DPT - INVESTIGACIﾓN AGROALIMENTARIA
2016;G;5;51;51004;DPZ GESTIﾓN FORESTAL;DPZ - ACTIVIDADES GESTIﾓN FORESTAL
2016;G;5;51;51005;DPT GESTIﾓN FORESTAL;DPT - ACTIVIDADES GESTIﾓN FORESTAL
2016;G;5;51;51006;AMPL.RED TTES INSTITUC.;AMPLIACIﾓN RED DE TRANSPORTE INSTITUCIONAL
2016;G;5;51;51007;DPH centro truficultura;DPH CENTRO DE INVEST. Y EXPER. TRUFICULTURA
2016;G;5;51;51008;DPZ investigacin agroali;transferencia DPZ  investigacin agroalimentaria
2016;G;5;51;51009;DPZ Parq. Nat. y Z.Proteg;DPZ Parques Naturales y Zonas Protegidas
2016;G;5;51;51010;DPZ CONVENIO CRIEZ VENTA OLIVAR;DPZ CONVENIO CRIEZ VENTA OLIVAR
2016;G;5;52;52001;CONV. PROY. SIGEM;CONVENIO PROYECTO SIGEM
2016;G;5;52;52002;CONVENIO CARTOGRAFﾍA COMARCAL;CONVENIO CARTOGRAFﾍA COMARCAL
2016;G;5;52;52003;CONVENIOS INVESTIGACIﾓN COMARCALES;CONVENIOS INVESTIGACIﾓN COMARCALES
2016;G;5;53;53001;AYT. ZAR. COM. ESC.;AYUNTAMIENTO ZARAGOZA COMEDORES ESCOLARES
2016;G;5;55;55001;SUBV INAEM ESC TALL;SUBVENCIﾓN INAEM PARA ESCUELAS TALLER
2016;G;5;55;55002;CONV. CON EL SALUD;CONVENIO INVESTIGACIﾓN CON SALUD
2016;G;5;55;55003;SUBV INAEM OR.Y AUTOEMPL.;SUBV INAEM ORIENTACIﾓN PROF. EMPLEO Y AUTOEMPLEO
2016;G;5;55;55004;T.IACS ENSAYOS CLﾍNICOS;TRANSF.IACS PRODUC.VAR. ENSAYOS CLﾍNICOS
2016;G;5;55;55005;FORM. CONTINUA M.I.R;FORMACIﾓN CONTINUA DE M.I.R.
2016;G;5;55;55006;GRUPOS DE INVESTIGACIﾓN SALUD;GRUPOS DE INVESTIGACIﾓN SALUD
2016;G;5;55;55007;PROY.INV.CONV.COMP.DGA;PROY.INVEST.POR CONVOCATORIAS COMPETITIVAS DGA
2016;G;5;55;55008;SUBV INAEM CONTRATAC.;SUBV INAEM CONTRATACIﾓN DESEMPLEADOS OBRAS INT GRA
2016;G;5;55;55009;Dpto Inv. Agroalimentaria;Departamento Investigacin Agroalimentaria
2016;G;5;55;55010;SUBVENCIﾓN INSTITUTO ARAGONﾉS DE FOMENTO;SUBVENCIﾓN INSTITUTO ARAGONﾉS DE FOMENTO
2016;G;5;59;59001;ONU-OMS;ORGANIZACIﾓN MUNDIAL DE LA SALUD
2016;G;7;71;71001;C.CAIXA HOGARES MAY.;CONVENIO CAIXA - HOGARES DE MAYORES
2016;G;7;71;71002;CONV.ADQ.FDO BIBLIO.;CONVENIO ADQUISICIﾓN DE FONDO BIBLIOGRﾁFICO
2016;G;7;71;71003;Conv. Ibercaja Atlas var.;C. Ibercaja: Atlas var. pr當t. m馘ica S.Nac.Salud
2016;G;7;71;71004;Patrocinio Juegos Escolar;Patrocinio Juegos Escolares de Aragn
2016;G;7;71;71005;CONV. MONAST. DE SIJENA;CONVENIO CAJA MADRID REST. MONAST. SIJENA
2016;G;7;71;71006;CARNﾉ JOVEN;CARNﾉ JOVEN APORTACIﾓN CAI IBERCAJA
2016;G;7;71;71007;CONV. IBERCAJA DEPENDEN.;CONV. IBERCAJA PARA ACTUAC. PERSONAS DEPENDIENTES
2016;G;7;71;71008;LA CAIXA MEDIOAMB Y SOSTE;LA CAIXA MEDIO AMBIENTE Y SOSTENIBILIDAD
2016;G;7;71;71009;CONV. IBERCAJA CENTROS IN;CONVENIO IBERCAJA CENTROS INTERPRETACION
2016;G;7;71;71010;CONV.IBERCAJA GALA DEPORT;CONV. IBERCAJA CELEBRACIﾓN GALA DEPORTE ARAGONﾉS
2016;G;7;71;71011;CONV. CAI PROGR. EDUC.;CONVENIO CAI PROGRAMAS EDUCATIVOS
2016;G;7;72;72001;PROM.FARM.ENSAY;PROMOTORES FARMACﾉUTICOS - ENSAYOS CLﾍNICOS
2016;G;7;72;72002;PROGRAMAS FOCUSS;PROGRAMAS FOCUSS
2016;G;7;72;72003;ESTUD.GAUCHER;FUND.ESP. ESTUDIO ENFERMEDAD GAUCHER
2016;G;7;72;72004;AS.ESP.TOXICOLOGﾍA;ASOCIACIﾓN ESPAﾑOLA DE TOXICOLOGﾍA
2016;G;7;72;72005;FUND.LA MARATO TV3;FUNDACIﾓN LA MARATO TV3
2016;G;7;72;72006;FUND.MUTUA MADRIL.;FUNDACIﾓN MUTUA MADRILEﾑA
2016;G;7;72;72007;PROM.PRIV.CURSOS;PROMOTORES PRIVADOS DE CURSOS
2016;G;7;72;72008;HERENCIA ELﾍAS MARTﾍNEZ S;HERENCIA ELﾍAS MARTﾍNEZ SANTIAGO
2016;G;7;72;72009;PROMOTORES PRIVADOS;PROMOTORES PRIV PROY  PROD Y TRANSFERENCIA CONOCIM
2016;G;7;72;72010;HERENC.HOSP.NｪSｪGRACIA;HERENCIAS HOSPITAL PROVINCIAL Nｪ SRｪ DE GRACIA
2016;G;7;72;72011;FECYT AﾑO DE LA CIENCIA;FECYT AﾑO DE LA CIENCIA
2016;G;7;72;72012;Inv. Agroalimentaria pr;Fondos para Inv.Agroalimentaria de Entid. Privadas
2016;G;7;72;72013;Fondo de mejoras en montes propios;Fondos de mejoras en montes propios
2016;G;7;72;72014;LEGADO PARA CENTRO ASISTENCIAL DE CALATAYUD;LEGADO PARA CENTRO ASISTENCIAL DE CALATAYUD
2016;G;9;91;91001;RECURSOS PROPIOS COFIN;RECURSOS PROPIOS COFINANCIADORES
2016;G;9;91;91002;RECURSOS PROPIOS;RECURSOS PROPIOS
2016;G;9;91;91004;RMTE.TES.NO AFEC.;REMANENTE DE TESORERﾍA NO AFECTADO
2016;G;9;91;91005;DEUDA SANITARIA;DEUDA SANITARIA
2016;G;9;91;91006;RP FINANCIACIﾓN TOP UP;RECURSO PROPIO FINANCIACIﾓN TOP UP
2016;G;9;91;91101;REC PROPIOS COF P.IMPULS;RECURSOS PROPIOS COFINANCIADORES PLAN IMPULSO
2016;G;9;91;91102;REC PROPIOS P.IMPULSO;RECURSOS PROPIOS PLAN IMPULSO
2016;I;1;;;UNIﾓN EUROPEA;UNIﾓN EUROPEA
2016;I;3;;;ADMINISTR. CENTRAL;ADMINISTRACIﾓN CENTRAL
2016;I;5;;;OTRAS ADMIN PﾚBLICAS;OTRAS ADMINISTRACIONES PﾚBLICAS
2016;I;7;;;ENTES PRIVADOS;ENTES PRIVADOS
2016;I;9;;;RECURSOS PROPIOS;RECURSOS PROPIOS
2016;I;1;11;;FONDO SOCIAL EUROPEO;FONDO SOCIAL EUROPEO
2016;I;1;12;;FEAGA  - FEADER;FEAGA  - FEADER
2016;I;1;13;;FEOGA ORIENTACIﾓN;FEOGA ORIENTACIﾓN
2016;I;1;14;;F.E.D.E.R.;F.E.D.E.R.
2016;I;1;15;;IFOP - FEP;INSTR.FINANC. ORD. PESQUERA - FDO EUROPEO PESCA
2016;I;1;16;;FONDOS DE COHESIﾓN;FONDOS DE COHESIﾓN
2016;I;1;19;;OTRA FINANCIACIﾓN EUROPEA;OTRA FINANCIACIﾓN EUROPEA
2016;I;3;31;;Mｺ JUSTICIA;Mｺ JUSTICIA
2016;I;3;32;;PLANES ESPECﾍFICOS;PLANES ESPECﾍFICOS
2016;I;3;33;;CONF SECT DE EMPLEO;C.S. DE EMPLEO
2016;I;3;34;;CONF SECT DE AGRIC.;C.S. DE AGRICULTURA
2016;I;3;35;;CONF SECT DE S.SOC.;C.S. DE SERV. SOCIALES
2016;I;3;36;;CONF SECT DE M.AMB.;C.S. DE MEDIO AMBIENTE
2016;I;3;39;;OTR SUBV. ADM.CENTR.;OTRAS SUBVENCIONES DE LA ADMINISTRACIﾓN CENTRAL
2016;I;5;51;;DIPUTACIONES PROVINCIALES;DIPUTACIONES PROVINCIALES
2016;I;5;52;;ADMNES. COMARCALES;ADMINISTRACIONES COMARCALES
2016;I;5;53;;AYUNTAMIENTOS;AYUNTAMIENTOS
2016;I;5;55;;C.A. ARAGﾓN;COMUNIDAD AUTﾓNOMA DE ARAGﾓN
2016;I;5;59;;ONU;ORGANIZACIﾓN NACIONES UNIDAS
2016;I;7;71;;ENTES PRIV.FINAN.;ENTES PRIVADOS FINANCIEROS
2016;I;7;72;;ENTES PRIV.NO FINAN.;ENTES PRIVADOS NO FINANCIEROS
2016;I;9;91;;RECURSOS PROPIOS;RECURSOS PROPIOS
2016;I;1;11;11099;FSE P. OPERAT. ANTER 2007;FSE PROG. OPERATIVOS ANTERIORES 2007
2016;I;1;11;11101;PROG.OP. FSE 2007-2013;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2007-2013
2016;I;1;11;11201;PROG.OP. FSE 2014-2020;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO 2014-2020
2016;I;1;12;12101;FEAGA GARANTﾍA;FEAGA  GARANTﾍA
2016;I;1;12;12102;FEADER 2007-2013;FEADER 2007-2013
2016;I;1;12;12202;FEADER 2014-2020;FEADER 2014-2020
2016;I;1;14;14099;FEDER P.OPERA. ANTER 2007;FEDER PROG. OPERATIVOS ANTERIORES 2007
2016;I;1;14;14101;PROG.OP. FEDER 2007-2013;PROGRAMA OPERATIVO FEDER 2007-2013
2016;I;1;14;14102;PROG. COOP. TRANSFRONTERI;PROGRAMA DE COOPERACIﾓN TRANSFRONTERIZA
2016;I;1;14;14103;FEDER 2007-2013 PROY HITO;Programa Operativo FEDER 2007-2013 proyecto HITO
2016;I;1;14;14104;PROG. COOP. INTERREGIONAL;PROGRAMA DE COOPERACIﾓN INTERRREGIONAL
2016;I;1;14;14105;PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA;PROG.COMUNIT. 2007-2013 POCTEFA EFA200/11. CULTURA
2016;I;1;14;14201;PROG.OP. FEDER 2014-2020;PROGRAMA OPERATIVO FEDER 2014-2020
2016;I;1;15;15101;FONDO EUROPEO DE PESCA;FONDO EUROPEO DE PESCA
2016;I;1;16;16001;FONDO DE COHESIﾓN;FONDO DE COHESIﾓN
2016;I;1;19;19001;U E  PUNTO INF EUROP;UNION EUROPEA  (PUNTO INFORMACIﾓN EUROPEA)
2016;I;1;19;19002;CONV UE PRUEBAS COMP;CONVENIO UE PRUEBAS COMPARATIVAS
2016;I;1;19;19003;PROGRAMA LIFE;PROGRAMA LIFE
2016;I;1;19;19004;F. E. ADAPTACIﾓN GLOBALIZ;FONDO EUROPEO DE ADAPTACIﾓN A LA GLOBALIZACIﾓN
2016;I;1;19;19005;CONVENIO BEI;CONVENIO BEI
2016;I;1;19;19006;PROYECTO EUROPEO GRIAL;PROYECTO EUROPEO GRIAL
2016;I;1;19;19090;OTROS PROGRAMAS UE;OTROS PROGRAMAS CON FINANCIACION UE
2016;I;3;31;31000;ADICIONAL INV. JUSTICIA;ADICIONAL INVERSIONES DE ADMON. DE JUSTICIA
2016;I;3;32;32100;PLAN MINER;PLAN MINER
2016;I;3;32;32200;FONDO ESP TERUEL;FONDO ESPECIAL TERUEL
2016;I;3;32;32300;Des. Sost. Medio Rural;Desarrollo Sostenible en el Medio Rural
2016;I;3;33;33002;C.S.EMPLEO- MOD. SPE;C.S.EMPLEO - MODERNIZACIﾓN SERVICIO PﾚBLICO EMPLEO
2016;I;3;33;33003;C.S.EMPLEO- MINISTERIO EMPLEO Y SEGURIDAD SOCIAL;C.S.EMPLEO- MINISTERIO EMPLEO Y SEGURIDAD SOCIAL
2016;I;3;33;33004;C.S.EMPLEO- F.P.  EMPLEO;C.S.EMPLEO - FORMACIﾓN PROFESIONAL PARA EMPLEO
2016;I;3;33;33005;C.S.EMPLEO- FOMENTO EMPLEO;C.S.EMPLEO - FOMENTO EMPLEO
2016;I;3;33;33006;C.S.EMPLEO- PLAN EXTR. B1;C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 1
2016;I;3;33;33007;C.S.EMPLEO- PLAN EXTR. B2;C.S.EMPLEO - PLAN EXTRAORDINARIO BLOQUE 2
2016;I;3;33;33008;C.S. EMPLEO-REDTRABAJA@;C.S. EMPLEO-REDTRABAJA@
2016;I;3;33;33009;C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIﾓN;C.S.EMPLEO- ACUERDO MARCO AGENCIAS COLOCACIﾓN
2016;I;3;34;34001;CSA NAC COMPLEM PAC;C.S. AGRICULTURA - AYUDAS NACIONALES COMPLEM. PAC
2016;I;3;34;34002;CSA ABAND PR LECHERA;C.S. AGRICULTURA - PROG. ABANDONO PROD. LECHERA
2016;I;3;34;34003;CSA COMPET AGRARIA;C.S. AGRICULTURA - MEJORA COMPETITIVIDAD AGRARIA
2016;I;3;34;34004;CSA AGROAMBIENTALES;C.S. AGRICULTURA - MEDIDAS AGROAMBIENTALES
2016;I;3;34;34005;CSA AYU PER FRUT SEC;C.S. AGRICULTURA - AYUDA PERMANENTE FRUTOS SECOS
2016;I;3;34;34006;CSA PROGRAMA APICOLA;C.S. AGRICULTURA - PROGRAMA APICOLA
2016;I;3;34;34007;CSA INDUSTRIAS AGRO;C.S. AGRICULTURA - APOYO INDUSTRIAS AGROALIMENT.
2016;I;3;34;34008;CSA FIN ASOC AGRARIO;C.S. AGRICULTURA - FINANCIACION ASOCIAC. AGRARIO
2016;I;3;34;34009;CSA AGRUP PROD AGRAR;C.S. AGRICULTURA - AGRUP. PRODUCTORES AGRARIOS
2016;I;3;34;34010;CSA IFOP;C.S. AGRICULTURA - FONDO PROGRAMA IFOP
2016;I;3;34;34011;CSA ASOC RAZAS AUTOC;C.S. AGRICULTURA - APOYO ASOC. RAZAS AUTﾓCTONAS
2016;I;3;34;34012;CSA SANIDAD ANIMAL;C.S. AGRICULTURA - PROGRAMA SANIDAD ANIMAL
2016;I;3;34;34013;CSA ENF PORCINAS;C.S. AGRICULTURA - PROGRAMA ENFERMEDADES PORCINAS
2016;I;3;34;34014;CSA IDENTIF ANIMAL;C.S. AGRICULTURA - IDENTIFICACION ANIMAL
2016;I;3;34;34015;CSA SEM PLANT VIVER;C.S. AGRICULTURA - SEMILLAS Y PLANTAS DE VIVEROS
2016;I;3;34;34016;CSA CONV ID FRUTALES;C.S. AGRICULTURA - CONV. IDENTIFICACIﾓN FRUTALES
2016;I;3;34;34017;CSA LUCH CONT AG NOC;C.S. AGRICULTURA - LUCHA CONTRA AGENTES NOCIVOS
2016;I;3;34;34018;CSA PREV PLAGAS;C.S. AGRICULTURA - PREVENCION DE PLAGAS
2016;I;3;34;34019;CSA PR CALIDAD CARNE;C.S. AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
2016;I;3;34;34020;CSA FOM GAN EXT  AUT;C.S. AGRICULTURA - FTO GANADERIA EXT. AUTﾓCTONA
2016;I;3;34;34021;CSA ERRAD ENF ANIM;C.S. AGRICULTURA - INDEM. ERRAD. ENFERM. ANIMALES
2016;I;3;34;34022;CSA PROGR SANITARIOS;C.S. AGRICULTURA - PROGRAMAS SANITARIOS
2016;I;3;34;34023;CSA CONTROL LECHERO;C.S. AGRICULTURA - CONTROL OFICIAL LECHERO
2016;I;3;34;34024;CSA M CALIDAD LECHE;C.S. AGRICULTURA - PROG MEJORA CALIDAD DE LA LECHE
2016;I;3;34;34025;CSA APOYO ADS;C.S. AGRICULTURA - APOYO ADS
2016;I;3;34;34026;CSA APOYO ATRIAS;C.S. AGRICULTURA - APOYO ATRIAS. L. INTEGRADA
2016;I;3;34;34027;CSA PROGRAMAS PRODER;C.S. AGRICULTURA - PROGRAMAS PRODER
2016;I;3;34;34028;CSA ASIST GEST EXPLO;C.S. AGRICULTURA - ASIST. GESTIﾓN EXPLOTACIONES
2016;I;3;34;34029;CSA DESASTRES NAT;C.S. AGRICULTURA - AYUDAS DESASTRES NATURALES
2016;I;3;34;34030;CSA FOREST TIER AGRA;C.S. AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2016;I;3;34;34031;CSA CESE ANTICIPADO;C.S. AGRICULTURA - CESE ANTICIPADO
2016;I;3;34;34032;CSA ICB;C.S. AGRICULTURA - INDEM. COMPENSATORIA BﾁSICA
2016;I;3;34;34033;CSA PROGRAMA LEADER;C.S. AGRICULTURA - PROGRAMA LEADER
2016;I;3;34;34034;CSA RENOV. TRACTORES;C.S. AGRICULTURA - RENOVACION DE TRACTORES
2016;I;3;34;34035;CSA TRAZ.STOR.HORT.;C.S. AGRICULTURA - TRAZABILIDAD SECTOR HORTOFRUT.
2016;I;3;34;34036;CSA C.RAZAS GAN.PUR;C.S. AGRICULTURA - CONCURSOS,SUBASTAS RAZAS PURAS
2016;I;3;34;34037;CSA RECONV.PLANT.FRUT.;C.S. AGRICULTURA - RECONV. PLANTACIONES FRUTﾍCOLAS
2016;I;3;34;34038;CSA ORD. FTO SCTOR EQUINO;C.S. AGRICULTURA - ORDEN. Y FMTO DEL SECTOR EQUINO
2016;I;3;34;34039;CSA PERS. Y ANALITICA EET;C.S. AGRICULTURA - PERS Y ANAL. ENCEF ESPONG TRANS
2016;I;3;34;34040;CSA SELEC GEN. ETT OVINO;C.S. AGRICULTURA - SELEC GENET RESIST ETT EN OVINO
2016;I;3;34;34041;CSA PROG CONT LENGUA AZUL;C.S. AGRICULTURA - PROGRAMA DE CONTROL LENGUA AZUL
2016;I;3;34;34042;CSA AY AVIC Y GRIPE AVIA;C.S. AGRICULTURA - AYUDAS AVICULTURA Y GRIPE AVIAR
2016;I;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIﾓN EXPLOTACIONES
2016;I;3;34;34044;CSA INCORP. JﾓVENES;C.S. AGRICULTURA - INCORPORACIﾓN JﾓVENES
2016;I;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2016;I;3;34;34046;CSA CONCENTRACIﾓN PARCELA;C.S. AGRICULTURA - CONCENTRACIﾓN PARCELARIA
2016;I;3;34;34047;CSA MODERNIZACIﾓN REGADIO;C.S. AGRICULTURA - MODERNIZACIﾓN DE REGADIOS
2016;I;3;34;34048;CSA PROD. TOMATE;C.S. AGRICULTURA - PROD. TOMATE PARA INDUSTRIA
2016;I;3;34;34049;CSA FONDO PROG. FEP;C.S. AGRICULTURA - FONDO PROGRAMA FEP
2016;I;3;34;34050;CSA SUBV.INT. EXP.GANAD.;C.S. AGRICULTURA - SUBV INT.PRﾉSTAMOS  EXPL.GANAD.
2016;I;3;34;34051;AGRUP. PROD.OVINO-CAPRINO;AGRUPACIONES DE PRODUCTORES OVINO Y CAPRINO
2016;I;3;34;34052;GEST. MED. EXP. PORCINAS;GESTIﾓN MEDIOAMBIENTAL EXPLOTACIONES PORCINAS
2016;I;3;34;34053;GEST. SUBP. ORIGEN ANIMAL;GESTIﾓN SUBPRODUCTOS ORIGEN ANIMAL
2016;I;3;34;34054;BIODIGESTIﾓN DE PURINES;BIODIGESTIﾓN DE PURINES
2016;I;3;34;34055;PROY P. RED RURAL NAL.;PROYECTOS PILOTO RED RURAL NACIONAL
2016;I;3;34;34056;PLAN FRUTAS ESCUELAS;PLAN DE FRUTAS EN LAS ESCUELAS
2016;I;3;34;34057;CSA 17/10/11 PLANES ZONA;C.S. AGRICULTURA 17/10/11 PLANES DE ZONA DES.R. S.
2016;I;3;34;34058;CSA Saneamiento G (Tub. Bov);CSA C. Saneamiento Ganadero (Tuberculosis Bovina)
2016;I;3;34;34059;CSA MODERNIZACIﾓN EXPLOTACIONES 2014-2020;CSA MODERNIZACIﾓN EXPLOTACIONES 2014-2020
2016;I;3;34;34060;CSA MODERNIZACIﾓN EXPLOTACIONES 2014-2020;CSA INCORPORACIﾓN JﾓVENES 2014-2020
2016;I;3;34;34061;PARTIPACIﾓN PROGRAMA CALIDAD PDR;PARTIPACIﾓN PROGRAMA CALIDAD PDR
2016;I;3;34;34062;INFORMACIﾓN PROMOCIﾓN PDR;INFORMACIﾓN PROMOCIﾓN PDR
2016;I;3;35;35001;CSSS EDUC.FAMILIAR;C.S. SERV. SOCIALES - EDUCACIﾓN FAMILIAR
2016;I;3;35;35002;CSSS INFORM ACCI SOC;C.S. SERV. SOCIALES - INFORMACIﾓN ACCIﾓN SOCIAL
2016;I;3;35;35003;CSSS ORIENT MED FAM;C.S. SERV. SOCIALES - ORIENT. Y MEDIACIﾓN FAMILIAR
2016;I;3;35;35004;CSSS MENORES INFRACT;C.S. SERV. SOCIALES - MENORES INFRACTORES
2016;I;3;35;35005;CSSS PENS ANC ENFER;C.S. SERV. SOCIALES - PENSION. ANCIANOS Y ENFERMOS
2016;I;3;35;35006;CSSS GERONTOLﾓGICO;C.S. SERV. SOCIALES - PLAN GERONTOLﾓGICO
2016;I;3;35;35007;CSSS INTG PER DISC;C.S. SERV. SOCIALES - PLAN INTEG. PERSONAS DISCAP.
2016;I;3;35;35008;CSSS PRE MAL TRA INF;C.S. SERV. SOCIALES - PREV. MALOS TRATOS INFANCIA
2016;I;3;35;35009;CSSS PR VIOLENCIA FA;C.S. SERV. SOCIALES - PREV. VIOLENCIA FAMILIAR
2016;I;3;35;35010;CSSS VOLUNT PLAN EST;C.S. SERV. SOCIALES - VOLUNTAR. PLAN ESTATAL
2016;I;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2016;I;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2016;I;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BﾁSICAS SS
2016;I;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIﾓN DE LA POBREZA
2016;I;3;36;36001;CSMA DES MEDIO RURAL;C.S. MEDIO AMBIENTE - DLLO SOCIEC. EN MEDIO RURAL
2016;I;3;36;36002;CSMA EST INV MED NAT;C.S. MEDIO AMBIENTE - PLANIF,ESTUDIOS MEDIO NATUR.
2016;I;3;36;36003;CSMA ORD PA FORESTAL;C.S. MEDIO AMBIENTE - ORDENAC,MEJORA PAT. FORESTAL
2016;I;3;36;36004;CSMA PR LUCHA IN FOR;C.S. MEDIO AMBIENTE - PREV. LUCHA INCENDIOS FOREST
2016;I;3;36;36005;CSMA APR RAC PAT NAT;C.S. MEDIO AMBIENTE - APROVECH. RACIONAL PAT.NAT.
2016;I;3;36;36006;CSMA C BIODIVERSIDAD;C.S. MEDIO AMBIENTE - CONSERVACIﾓN BIODIVERSIDAD
2016;I;3;36;36007;CSMA PROY.LIFE;C.S. MEDIO AMBIENTE - PROYECTO LIFE
2016;I;3;36;36008;CSMA AREA INF. PARQ.NAC.;C.S. MEDIO AMBIENTE - AREAS INFL PARQUES NACIONALE
2016;I;3;36;36009;ACT. RESERVAS BIOSFERA;ACTUACIONES EN LA RESERVA DE LA BIOSFERA
2016;I;3;36;36010;APROV.BIOMASA FORESTAL;APROVECHAMIENTO DE LA BIOMASA FORESTAL
