EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2016;G;4;46;460;460054;Mantenimiento de S.S.B.;Mantenimiento de Servicios Sociales de Base
2016;G;4;46;460;460055;Prev. violencia familiar;Prevencin violencia familiar
2016;G;4;46;460;460056;Conv. D.P.T. Plan Mijares;Convenio D.P.T. Mant. Est. Depur. Plan Rio Mijares
2016;G;4;46;460;460057;Mantenimiento E.D.A.R.;Transf. Ayunt. Mantenimiento E.D.A.R.
2016;G;4;46;460;460058;Cuidadores pers.depend.;Apoyo a cuidadores de personas dependientes
2016;G;4;46;460;460059;Planes y progr. Serv Soc;Planes y programas de Servicios Sociales.
2016;G;4;46;460;460060;Ayudas INTERREG III 00-08;Ayudas Marco I.C.  INTERREG III Perodo 2000-2008
2016;G;4;46;460;460061;Form. Tcnicos Deportivos;Formacin Tcnicos Deportivos
2016;G;4;46;460;460062;Eventos Deportivos;Eventos Deportivos
2016;G;4;46;460;460063;Instr.Protecc.Patr.Cultur;Instrumentos de proteccin de Patrimonio Cultural
2016;G;4;46;460;460064;Ayto.Huesca M.Pedag.Arag.;Ayto. Huesca Museo Pedaggico de Aragn
2016;G;4;46;460;460065;Casas de acogida;Casas de acogida
2016;G;4;46;460;460066;Conv.Mant.Ctros S.Soc.;Conv. Manten.Ctros Comarcales Inform. y S.Sociales
2016;G;4;46;460;460067;Proy.EQUAL Igual.Oportun.;Proyectos EQUAL para igualdad de oportunidades
2016;G;4;46;460;460068;Planes Form. D.G.A.;Planes de Formacin de la D.G.A.
2016;G;4;46;460;460069;Mant.Func.Invers.Supramun;Manten. y funcion. inversiones supramunicipales
2016;G;4;46;460;460070;Fondo Arag.Coop.Desarroll;Fondo Aragons Cooperacin para el Desarrollo
2016;G;4;46;460;460071;Ctro Plan. Familiar Zgza;Centro de Planificacin Familiar de Zaragoza
2016;G;4;46;460;460072;Ayudas Patrimonio Ibrico;Ayudas Patrimonio Ibrico
2016;G;4;46;460;460073;Historia contem. espaola;Historia contempornea espaola
2016;G;4;46;460;460074;Progr.Insercin Sociolab.;Programa de Insercin Sociolaboral
2016;G;4;46;460;460075;Prog. apoyo mujer inmigra;Prog. integracin y apoyo a la mujer inmigrante
2016;G;4;46;460;460076;Aprov.Rec.Mineros y Geol.;Promoc.Activid.Aprovech.Rec.Mineros y Patr.Geolog.
2016;G;4;46;460;460077;Acciones implantacin S.I;Acciones implantacin Sociedad de la Informacin
2016;G;4;46;460;460078;Proc part diseo pol.pbl;Procesos participacin diseo Polticas Pblicas
2016;G;4;46;460;460079;Gastos func. Juzg. de Paz;Gastos funcionamiento Juzgados de Paz
2016;G;4;46;460;460080;Subv. mat. institucional;Subvenciones en materia institucional
2016;G;4;46;460;460081;Fomento part. ciudadana;Fomento de la participacin ciudadana
2016;G;4;46;460;460082;Toma Datos E.Meteorologic;Toma de Datos Estaciones Meteorolgicas
2016;G;4;46;460;460083;Ayuda domic. dependientes;Ayuda a domicilio para personas dependientes
2016;G;4;46;460;460084;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energas renovab
2016;G;4;46;460;460085;Prom.Mov. Juv. RAAJ;Promocin movilidad juvenil en RAAJ
2016;G;4;46;460;460086;Proy. P. D. Sostenible R.;Proyecto Piloto Desarrollo Sostenible Medio Rural
2016;G;4;46;460;460087;Conv. Form. Policias Loc.;Convenios Formacin Policas Locales
2016;G;4;46;460;460088;Fomento Agrup. Polic. Loc;Fomento Agrupaciones Policas Locales
2016;G;4;46;460;460089;Fondo Corporaciones Local;Fondo para Corporaciones Locales
2016;G;4;46;460;460090;Act.Fom. innov. aragonesa;Actuaciones de Fomento de la Innovacin Aragonesa
2016;G;4;46;460;460091;Los Fayos. Ejec sentencia;Los Fayos. Ejecucin sentencia
2016;G;4;46;460;460092;Prog. Cualif Profesional;Programas Cualificacin Profesional Inicial
2016;G;4;46;460;460093;gest. aulas externas -Ayt;Gestin de aulas externas - Ayuntamiento Zaragoza
2016;G;4;46;460;460094;Mant. Serv. Comarcales;Mantenimiento de Servicios Comarcales
2016;G;4;46;460;460095;Programa Teleasistencia;Programa de Teleasistencia
2016;G;4;46;460;460096;Alquiler social;Alquiler social
2016;G;4;46;460;460097;Fondo Estatal de Empleo;Fondo Estatal de Empleo
2016;G;4;46;460;460098;Traspaso de func. y servi;Traspaso de funciones y servicios
2016;G;4;46;460;460099;Trans des. p. sectoriales;Transferencias para desarrollo de p. sectoriales
2016;G;4;46;460;460100;Escuelas Taller;Escuelas Taller
2016;G;4;46;460;460101;Conv. Manc. Bajo Gllego;Convenio con la Mancomunidad Bajo Gllego
2016;G;4;46;460;460102;Conv. Manc. Central de Zg;Convenio con la Mancomunidad Central de Zaragoza
2016;G;4;46;460;460103;Conv. Manc. R Bajo Huerva;Convenio con la Mancomunidad Ribera Bajo Huerva
2016;G;4;46;460;460104;Conv. Manc. R. Izda. Ebro;Convenio con la Mancomunidad Ribera Izda. del Ebro
2016;G;4;46;460;460105;Garanta Joven Aragn;Garanta Joven Aragn
2016;G;4;46;460;460106;Transf. planes de formacin en la Admintracin;Transferen. planes de formacin en la Admintracin
2016;G;4;46;460;460107;Fomento de la participacin ciudadana;Fomento de la participacin ciudadana
2016;G;4;46;460;460108;Transferencias escuelas infantiles;Transferencias escuelas infantiles
2016;G;4;46;460;460109;Daos por desbordamiento rio Ebro;Daos por desbordamiento rio Ebro
2016;G;4;46;460;460110;Mantenimiento EDAR de Jaca;Mantenimiento EDAR de Jaca
2016;G;4;46;460;460111;Premios Aragn de Comunicacin Audiovisual Local;Premios Aragn de Comunicacin Audiovisual Local
2016;G;4;46;460;460112;Form. Prioritariamente Desempleados;Formacin Prioritariamente Desempleados
2016;G;4;46;460;460113;Subv. museos gestionados por las adm. locales;Subv. museos gestionados por las adm. locales
2016;G;4;46;460;460114;Subvenciones promocin lenguas propias;Subvenciones promocin lenguas propias
2016;G;4;46;460;460115;Ayunt. Pearroya Tastavins. Puesta marcha Pl.Purn;Ayunt. Pearroya Tastavins. Puesta marcha Pl.Purn
2016;G;4;46;460;460116;Programa de cualificacin profesional;Programa de cualificacin profesional
2016;G;4;47;470;470001;Apoyo a Empr Inters Gral;Apoyo a Empresas de Inters General
2016;G;4;47;470;470002;Subv.Proyec.Coop.Transfr.;Subv. Proyectos de Cooperacin Transfronteriza
2016;G;4;47;470;470003;Planes Form. D.G.A.;Planes de Formacin de la D.G.A.
2016;G;4;47;470;470004;Lneas Deficitar.Viajer.;Ayudas lneas deficitarias de viajeros
2016;G;4;47;470;470005;Serv.Regul.Viajeros C-Pr;Establecimiento Serv.Reg.Viajeros Contratos Progr.
2016;G;4;47;470;470006;Estadstica Agraria;Estadstica Agraria
2016;G;4;47;470;470007;Poltica Agraria Comunit.;Poltica Agraria Comunitaria
2016;G;4;47;470;470008;Ayudas Nacion.Complem.PAC;Ayudas Nacionales Complementarias P.A.C.
2016;G;4;47;470;470009;Fomento Comercializacin;Fomento comercializacin productos agr. y aliment.
2016;G;4;47;470;470010;Reestructuracin Asociat.;Reestructuracin de las Entidades Asociativas
2016;G;4;47;470;470011;Convenios Bodegas Piloto;Convenios con Bodegas Piloto
2016;G;4;47;470;470012;Seguim.Trazabilid.Cereal.;Seguimiento de la trazabilidad de cereales
2016;G;4;47;470;470013;Formac.Entidades Asociat.;Formacin de Entidades Asociativas
2016;G;4;47;470;470014;Difus.,Fom.y Ahorro Energ;Actuaciones,difusion,fomento y ahorro energtico
2016;G;4;47;470;470015;Subv. Empresas Artesanas;Subv. Empresas Artesanas
2016;G;4;47;470;470016;Imp y Promoc TIC;Implantac y promocin de las TIC
2016;G;4;47;470;470017;Creac Cont Digit. Soc.Inf;Creacin Contenidos Digitales Sdad Informacin
2016;G;4;47;470;470018;Ay. formac. Ctros Trabajo;Ayudas para formacin en centros de trabajo
2016;G;4;47;470;470019;Apoyo a Artes Plsticas;Apoyo a las Artes Plsticas
2016;G;4;47;470;470020;Ayudas Teatro y Danza;Ayudas al Teatro y a la Danza
2016;G;4;47;470;470021;Ayudas Producc. Audiovis.;Ayudas a la Produccin Audiovisual
2016;G;4;47;470;470022;Ayudas a la Msica;Ayudas a la Msica
2016;G;4;47;470;470023;Act.Dep.Centros J.Escolar;Prom.Activ.Deport con Centr.Priv.Juegos Escolares
2016;G;4;47;470;470025;Ayudas Guarderas Empr.;Ayudas a Guarderas de Empresas
2016;G;4;47;470;470026;Fom. Cooperativas.;Fomento y creacin empleo en Coop. y S. Laborales
2016;G;4;47;470;470027;Apoyo a Discp. Psiq. CEE;Contr. personal de apoyo a discap. psiq. en C.E.E.
2016;G;4;47;470;470028;Contratacin Prog.ARINSER;Subvencin Contratacin Programa Aragn Inserta
2016;G;4;47;470;470029;Fto contratac. discapac.;Fomento de la contratacin de discapacitados
2016;G;4;47;470;470030;Fomento contrat. estable;Fomento de la Contratacin Estable
2016;G;4;47;470;470031;Fomen contr estable mujer;Fomento de la Contratacin Estable de mujeres
2016;G;4;47;470;470032;Fto Empleo Aut. mujeres;Fomento Empleo Autnomos mujeres
2016;G;4;47;470;470033;Fto.Empleo Coop y SS.LL;Fomento Empleo Cooperat.y Soc.Laborales
2016;G;4;47;470;470034;Coop y SSLL incorp discap;Fomento Empleo Coop. y SS.LL. incorpor.  discap.
2016;G;4;47;470;470035;Coop y SSLL incorp mujer;Fomento Empleo Coop. y SS.LL incorpor.  mujeres
2016;G;4;47;470;470036;Formacin FIP;Formacin e Insercin Profesional
2016;G;4;47;470;470037;Integrac.Lab.Discapac.;Integracin laboral de discapacitados
2016;G;4;47;470;470038;Prog.Fto.Empl.Autn.Mujer;Programa de fomento de empleo autnomo de mujeres
2016;G;4;47;470;470039;Prog.Fto Empl. Autnomos;Programa de fomento de empleo de autnomos
2016;G;4;47;470;470040;Promocin Empleo Autnomo;Promocin de Empleo Autnomo
2016;G;4;47;470;470041;Subv Empresas Inቪ敺Subvenciones a Empresas Iniciativaቪ敺;
2016;G;4;47;470;470042;Contratac. indef. discap.;Subv.contrat.indefinida trabajadores discapacitad.
2016;G;4;47;470;470043;Acc.Compl.Formac.Continua;Acciones complementarias de Formacin Continua
2016;G;4;47;470;470044;Apoyo a Edic.y Public.Per;Apoyo a Ediciones y Publicaciones Peridicas
2016;G;4;47;470;470045;Campaas escol. deportiv.;Campaas Escolares Deportivas
2016;G;4;47;470;470046;Planes de vivienda;Planes de vivienda
2016;G;4;47;470;470047;Serv.Pre.Creacin Consor;Opt.Servicios Previos ConsorcioTransp rea de Zgza
2016;G;4;47;470;470048;Subv.internacionaliz empr;Subvenciones internacionalizacin ac. empresas
2016;G;4;47;470;470049;pro prom lnea reg viaj i;Promocin lneas regulares viajeros inters espec
2016;G;4;47;470;470050;Aut. Villafranca-El Burgo;Concesin autopista Villafranca-El Burgo de Ebro
2016;G;4;47;470;470051;Ayuda expositores QUALIME;Ayuda expositores feria QUALIMEN
2016;G;4;47;470;470052;Estac Central Autob Zgoza;Compromisos Estacin Central Autobuses de Zaragoza
2016;G;4;47;470;470053;Difus. fom. y ahorro ener;Act. difusin, fomento y ahorro energtico
2016;G;4;47;470;470055;Cont. discap. P. Intro;Contr. discapacitados Prg. Intro
2016;G;4;47;470;470056;Unidades apoyo C.E.E.;Unidades apoyo Centros Especiales Empleo
2016;G;4;47;470;470057;Fomento calidad prod.agro;Fomento calidad produccin agroalimentaria
2016;G;4;47;470;470058;Fom.uso ef.energi y renov;Fom uso eficiente de la energia y energas renovab
2016;G;4;47;470;470059;Subv. Prg. Empleo apoyo;Subvenciones Programa Empleo con apoyo
2016;G;4;47;470;470060;Cmdad Trabajo Pirineos;Convocatoria Comunidad de Trabajo de los Pirineos
2016;G;4;47;470;470061;Autopista Peaje 2;Concesin Autopista Peaje 2
2016;G;4;47;470;470062;Autopista Peaje 68;Concesin Autopista Peaje 68
2016;G;4;47;470;470063;Innovacin emp. aragonesa;Innovacin en Empresas Aragonesas
2016;G;4;47;470;470064;Fruta escolar en escuelas;Plan fruta escolar en las escuelas
2016;G;4;47;470;470065;Fomento estr. asoc. agrar;Fomento Estructuras Asociativas Agrarias
2016;G;4;47;470;470066;Convenios Clubs Deportivo;Convenios Clubs Deportivos
2016;G;4;47;470;470067;Compensacin conces. res.;Compensacin concesionarios gestin residuos
2016;G;4;47;470;470068;Fom Prom Dep Universidad;Fomento y Promocin Deporte Universidad
2016;G;4;47;470;470069;Conv. Eventos Deportivos;Convenios Eventos Deportivos
2016;G;4;47;470;470070;Proy interna. actividades;Proy internacionalizacin actividades pb-privadas
2016;G;4;47;470;470071;Proy interna. formativas;Proy internacionalizacin act formativas y laboral
2016;G;4;47;470;470072;Subv. ac. prom. turstica;Subvenciones acciones promocin turstica
2016;G;4;47;470;470073;Act. prog. Med. Empresas;Actuaciones para programa Medianas Empresas
2016;G;4;47;470;470074;resrv plazas.Comp sobreco;Reserva de plazas.Compensacin sobrecoste
2016;G;4;47;470;470075;Fomento contr. innovacin;Fomento a la contratacin para la innovacin
2016;G;4;47;470;470076;Alquiler social;Alquiler social
2016;G;4;47;470;470077;Teleformacin;Teleformacin
2016;G;4;47;470;470078;Formacin en idiomas;Formacin en idiomas
2016;G;4;47;470;470079;Apoyo rto viveros empresa;Apoyo rendimiento viveros empresa
2016;G;4;47;470;470080;Apoyo FP dual;Apoyo FP dual
2016;G;4;47;470;470081;Subvencin empresas sector ferial;Subvencin empresas sector ferial
2016;G;4;47;470;470082;Programa LIFE;Programa LIFE
2016;G;4;47;470;470083;Daos por desbordamiento rio Ebro;Daos por desbordamiento rio Ebro
2016;G;4;47;470;470084;Premios Aragn de Comunicacin Audiovisual Local;Premios Aragn de Comunicacin Audiovisual Local
2016;G;4;47;470;470085;Form.. Planes Experimentales;Formacin. Planes Experimentales
2016;G;4;47;470;470086;Form. Prioritariamente Desempleados;Formacin Prioritariamente Desempleados
2016;G;4;47;470;470087;Prog. Oportunidad Empleo Joven. Garanta Juvenil;Programa Oportunidad Empleo Joven. Garanta Juveni
2016;G;4;47;470;470088;Empleo aut y en Coop y sddes laborales. Garanta J;Empleo autnomo y en Cooperativas y sociedades lab
2016;G;4;47;470;470089;Form. Prioritaria Ocupados;Formacin Prioritaria Ocupados
2016;G;4;47;470;470090;Acuerdos con Compromiso de Contratacin;Acuerdos con Compromiso de Contratacin
2016;G;4;47;470;470091;Fom contratacin y estmulo del Mdo de Trabajo;Fomento de la contratacin y estmulo del Mercado
2016;G;4;47;470;470092;Integracin Laboral en Centros Especiales de Emple;Integracin Laboral en Centros Especiales de Emple
2016;G;4;47;470;470093;Contratacin Discapacidad en Empleo Ordinario;Contratacin Personas con Discapacidad en Empleo O
2016;G;4;47;470;470094;Ayudas a la edicin;Ayudas a la edicin
2016;G;4;47;470;470095;Promocin lenguas propias - Medios Comunicacin;Promocin lenguas propias - Medios Comunicacin
2016;G;4;47;470;470096;Participacin programa Calidad PDR;Participacin programa Calidad PDR
2016;G;4;47;470;470097;Promocin Empresas Economa Social;Promocin Empresas Economa Social
2016;G;4;47;470;470098;Programa dimensin empresarial;Programa dimensin empresarial
2016;G;4;47;470;470099;Prog. Form. des. directivo mujeres con cargo respo;Prog. Form. des. directivo mujeres con cargo respo
2016;G;4;47;470;470100;Plan Igualdad PYMES;Plan Igualdad PYMES
2016;G;4;48;480;480001;Seminario Por la Paz;Fundacin Seminario Investigacin para la Paz
2016;G;4;48;480;480002;Subvenciones directas;Subvenciones Directas
2016;G;4;48;480;480003;Fund.Aspect.Pol. e Inst.;Subv.Fundac.Aspectos Polticos e Instituc.Aragn
2016;G;4;48;480;480004;Subvenciones directas;Subvenciones Directas
2016;G;4;48;480;480005;Comunidades Arag Exterior;Ayudas a Comunidades Aragonesas del Exterior
2016;G;4;48;480;480006;Prom.Conocim.Derecho Arag;Promocin Conocimiento del Derecho Aragons
2016;G;4;48;480;480007;Fomento del Asociac.Munic;Fomento del Asociacionismo Municipal
2016;G;4;48;480;480008;Ayudas Proteccin Civil;Ayudas de Proteccin Civil
2016;G;4;48;480;480009;Ayudas Escuelas Taurinas;Ayudas Escuelas Taurinas
2016;G;4;48;480;480010;Subvenciones directas;Subvenciones Directas
2016;G;4;48;480;480011;Subvenciones directas;Subvenciones Directas
2016;G;4;48;480;480012;Ayudas Postgrados y otros;Ayudas Postgrados y otros
2016;G;4;48;480;480013;Apoyo a Ent Inters Gral;Apoyo a Entidades de inters general
2016;G;4;48;480;480014;Subv.internacionaliz inst;Subvenciones Internacionalizacin ac instituciones
2016;G;4;48;480;480015;Sub Centrales Sindicales;Subvenciones a  Centrales Sindicales
2016;G;4;48;480;480016;Ayud.Jubil. Reest.Empres.;Ayudas Jubilacin y Reestructuracin Empresas
2016;G;4;48;480;480017;Plan Dir.Prev.Riesg.Lab.;Plan Director Prev.de Riesgos Laborales de la C.A.
2016;G;4;48;480;480018;Conv. Prev. Riesgos Lab.;Convenios Colaboracin (Prev. Riesgos Laborales)
2016;G;4;48;480;480019;Serv.Arag.Med.Arbitraje;Servicio Aragons de Mediacin y Arbitraje
2016;G;4;48;480;480020;Subvencion AVAEL;Subv.Asoc.Vctimas Acc.y Enfermedades Laborales
2016;G;4;48;480;480021;Subv.Asoc. Empres. Repr.;Subv. Asociaciones Empresarios ms representativas
2016;G;4;48;480;480022;Subv.Centrales Sindicales;Subvenciones a  Centrales Sindicales
2016;G;4;48;480;480023;Subv.Integr.Social Inmig.;Subv. Entidades Sociales Integracin Inmigrantes
2016;G;4;48;480;480024;Subv. Asoc. Inmigrantes;Subv. Apoyo  Asociaciones de Inmigrantes en Aragn
2016;G;4;48;480;480025;Progr.UE-Conv.,Est.,Inst.;Programas U.E. Convenios, Estudios e Instituciones
2016;G;4;48;480;480026;Subv.Proyec.Coop.Transfr.;Subv. Proyectos de Cooperacin Transfronteriza
2016;G;4;48;480;480027;Org.y colab.Foro Urbanst;Organizacin y Colaboracin Foros Urbansticos
2016;G;4;48;480;480028;Asoc.Emp. Org.Sind.Ttes.;Ayudas a Asociaciones Empres.y Organiz.Sind.Ttes.
2016;G;4;48;480;480029;Organizac.Ttes Terrestres;Ayudas a Organiz. relacionados con Ttes.Terrestres
2016;G;4;48;480;480030;Fund.Transp.Traves.Centr.;Fundacin Transpirenaica Travesa Central Pirineos
2016;G;4;48;480;480031;Actividades Agrarias;Apoyo a Actividades Agrarias
2016;G;4;48;480;480032;Mej.Pr.Aceite Oliva Form.;Mejora produccin Aceite de Oliva: Formacin
2016;G;4;48;480;480033;Fom.Calidad Prod.Agroal.;Fomento calidad produccin Agroalimentaria
2016;G;4;48;480;480034;Apoyo Asoc. Razas Autoct.;Apoyo Asociacin Razas Autctonas Peligro Extinc.
2016;G;4;48;480;480035;Certmenes Ganaderos;Certmenes Ganaderos
2016;G;4;48;480;480036;Convenios Asoc. Ganaderos;Convenios con Asociaciones de Ganaderos
2016;G;4;48;480;480037;Federac.Razas Autctonas;Federacin de Razas Autctonas
2016;G;4;48;480;480038;Apoyo Activid.Formativas;Apoyo a actividades formativas
2016;G;4;48;480;480039;Formac.Medidas Agroambie.;Formacin de Medidas Agroambientales
2016;G;4;48;480;480040;Subv. Ind Com y Turismo;Subv. varias reas Industria, Comercio y Turismo
2016;G;4;48;480;480041;Calidad y Seg. Nuev. Tec.;Subv.Form.y Difus. Calidad,Seg.y Nuev.Tecnolog.
2016;G;4;48;480;480042;Acc.Estratgicas Sector.;Acciones Estratgicas Sectoriales
2016;G;4;48;480;480043;Fto Nuevas Tecn.Hidrgeno;Fomento Nuevas Tecn. relacionadas con el Hidrgeno
2016;G;4;48;480;480044;Mejora Comp.y Moder.Pyme;Subv.Mejora compet.y modern.PYME con Org.Interm.
2016;G;4;48;480;480045;Apoyo a Inic.Fto.Mineria;Apoyo a iniciativas de fomento del Sector Minero
2016;G;4;48;480;480046;Apoyo Comercio Asociado;Apoyo al Comercio Asociado
2016;G;4;48;480;480047;Asociac.Calidad Comercio;Subv. Asociaciones Calidad Comercio
2016;G;4;48;480;480048;Asociac.Formac.Comercio;Subv. Asociaciones formacin Comercio
2016;G;4;48;480;480049;Subv.Comercio Medio Rural;Subv. Comercio Medio Rural
2016;G;4;48;480;480050;Subv. Promocin Artesania;Subv. Promocin Artesana
2016;G;4;48;480;480051;Prom.Ferias, Instit.Fer.;Subv. Promocin Ferias, Instituciones Feriales
2016;G;4;48;480;480052;Relevo Generac.Comercio;Subv. Relevo Generacional Comercio
2016;G;4;48;480;480053;Subv.Promocin Turstica;Subv.Promocin Turstica
2016;G;4;48;480;480054;A Entid.Carcter Asist.;Apoyo a Entidades de Carcter Asistencial
2016;G;4;48;480;480055;Org Reunion Cientif Salud;Organiz.Reuniones Cientficas Sobre Temas de Salud
2016;G;4;48;480;480056;Inf. y Doc. Salud Consumo;Inform. y Docum. en materia de Salud y Consumo
2016;G;4;48;480;480057;Transf Fund Andrea Prader;Transferencia a la Fundacin Andrea Prader
2016;G;4;48;480;480058;Prest.Serv.Asistenciales;Prestaciones por Servicios Asistenciales
2016;G;4;48;480;480059;Prest.Entregas por Despl.;Prestaciones-Entregas por desplazamiento
2016;G;4;48;480;480060;Prestaciones-Prtesis;Prestaciones-Prtesis
2016;G;4;48;480;480061;Pres vehic para invlidos;Prestaciones-Vehculos para invlidos
2016;G;4;48;480;480062;Ctro.Escol. Pyt consumo;Centros escolares para proyectos sobre Consumo
2016;G;4;48;480;480063;Promocin del consumo;Promocin del Consumo
2016;G;4;48;480;480064;Actuacs.S/ Salud Pblica;Actuaciones en materia de Salud Pblica
2016;G;4;48;480;480065;Educacin para la Salud;Educacin Para la Salud
2016;G;4;48;480;480066;Prev.Asis.y Reins.Drog.;Prev., Asistencia y Reinsercin Drogodependencias
2016;G;4;48;480;480067;Progr. Prevencin S.I.D.A;Programa Prevencin S.I.D.A.
2016;G;4;48;480;480068;Iniciativas Ciencia y Soc;Iniciativas en Ciencia y Sociedad
2016;G;4;48;480;480069;F. Univ. A. Gargallo UVTe;F. Univ. A. Gargallo - Cursos U. Verano de Teruel
2016;G;4;48;480;480070;Becas y Ayudas Activ.Univ;Becas y Ayudas para la Actividad Universitaria
2016;G;4;48;480;480071;Investigacin y Sociedad;Investigacin y Sociedad
2016;G;4;48;480;480072;Fomento Investigacin;Fomento a la Investigacin
2016;G;4;48;480;480073;Creac Cont Digit. Soc.Inf;Creacin Contenidos Digitales Sdad Informacin
2016;G;4;48;480;480074;Prom e Implant TICS;Prom.e Implant.Tecnol.Inform.y Comun.
2016;G;4;48;480;480075;Ayudas al Transp Escolar;Ayudas al Transporte Escolar
2016;G;4;48;480;480076;Subv a Centrales Sindical;Subvenciones a Centrales Sindicales
2016;G;4;48;480;480077;Programa Educ.Adul.;Programas Educacin Adultos
2016;G;4;48;480;480078;Conv. Fundac.Arsen.Jimeno;Convenio Fundacin Arsenio Jimeno
2016;G;4;48;480;480079;Garanta Social;Garanta Social
2016;G;4;48;480;480080;Premio Nac. Don Bosco;Casa Salesiana N.S.Pilar Premio Nac. Don Bosco
2016;G;4;48;480;480081;Ayudas Individuales;Ayudas Individuales
2016;G;4;48;480;480082;Antig Prof.Concert. Infan;Ed Infantil-Primaria: Antigedad Profesorado Conc.
2016;G;4;48;480;480083;Ed.Inf:Grat. libros txto;Gratuidad libros texto:Educ. Infantil y Primaria
2016;G;4;48;480;480084;Becas Comedor Vacaciones;Becas comedor en vacaciones
2016;G;4;48;480;480085;Educ.Inf: E.Concertada;Educacin Infantil y Primaria:Enseanza Concertada
2016;G;4;48;480;480086;Financ.2 Ciclo Educ.Inf.;Financiacin 2 Ciclo Educacin Infantil
2016;G;4;48;480;480087;Guarderas no Municipales;Guarderas no Municipales
2016;G;4;48;480;480088;Ed. Secund: E.Concertada;Educacin Secundaria: Enseanza Concertada
2016;G;4;48;480;480089;Ed.Sec:Grat. libros texto;Gratuidad libros de texto en Ed. Secundaria y F.P.
2016;G;4;48;480;480090;Becas Vacaciones;Becas Vacaciones
2016;G;4;48;480;480091;Educ.Espec.: E.Concertada;Educacin Especial: Enseanza Concertada
2016;G;4;48;480;480092;Ed.Esp:Grat. libros texto;Gratuidad libros de texto en Educacin Especial
2016;G;4;48;480;480093;Programas Educativos;Programas Educativos
2016;G;4;48;480;480094;Apoyo a Edic.y Public.Per;Apoyo a Ediciones y Publicaciones Peridicas
2016;G;4;48;480;480095;Apoyo a Ferias Del Libro;Apoyo a Ferias del Libro
2016;G;4;48;480;480096;Fund. Festiv. Cine Huesca;Fundacin Festival de Cine de Huesca
2016;G;4;48;480;480097;I.E.Turolenses C.Luis Bu;I. Estudios Turolenses Ctro Luis Buuel de Calanda
2016;G;4;48;480;480098;Ayudas Producc. Audiovis.;Ayudas a la Produccin Audiovisual
2016;G;4;48;480;480099;Sdad. Filarmn. Zaragoza;Sociedad Filarmnica de Zaragoza
2016;G;4;48;480;480100;Fund. Pro Real Ac. Espa.;Fundacin Pro Real Academia Espaola
2016;G;4;48;480;480101;Centro Estudios Mudjares;Centro de Estudios Mudjares
2016;G;4;48;480;480102;Prom.Mov. Juv. RAAJ;Promocin movilidad juvenil en RAAJ
2016;G;4;48;480;480103;Subv. Asociac.Culturales;Subv. Asociaciones Culturales
2016;G;4;48;480;480104;Arch Pri y Mus Asoc. Cult;Archivos Privados y Museos Gestionados Asoc.Cult
2016;G;4;48;480;480105;Arch Priv y Museos Sistem;Archivos Privados y Museos Sistemas
2016;G;4;48;480;480106;Fundacin Beulas;Fundacin Beulas
2016;G;4;48;480;480107;Asoc.Juv. Jvenes Inm.;A Asoc.Juveniles para trabajo jvenes inmigrantes
2016;G;4;48;480;480108;Prom y Dif Patr Hist Arti;Promocin y Difusin del Patr.Histrico Artstico
2016;G;4;48;480;480109;Deporte Universitario;Deporte Universitario
2016;G;4;48;480;480110;Fed.Ar.Dptes Inv. Ctro.D.;Fed.Ar.Dptes Ctro Esp.Tecn.Deportes Invierno Jaca
2016;G;4;48;480;480111;Fundacin Jaca 2007;Fundacin Jaca 2007
2016;G;4;48;480;480112;Juegos Escolares;Juegos Escolares
2016;G;4;48;480;480113;Ayudas Clubes niv cualif.;Programa Ayudas Clubes nivel cualificado de Aragn
2016;G;4;48;480;480114;Ayud deport. nivel cualif;Ayudas a deportistas de nivel cualificado
2016;G;4;48;480;480115;Pytos. Federativ.y Clubes;Proyectos Federativos y Clubes
2016;G;4;48;480;480116;Fto.Act.Amb. cons. M.Amb;Fto Act. Ambient. Conserv, Mejora y Calidad M.Amb.
2016;G;4;48;480;480117;Activ en Materia de M Nat;Actividades en Materia de Medio Natural
2016;G;4;48;480;480118;Act. Materia C. Ambiental;Fomento Activ. para la Mejora de la G. Ambiental
2016;G;4;48;480;480119;Conven Recog.Papel/Cartn;Convenio Recogida Selectiva de Papel en la C.A.A.
2016;G;4;48;480;480120;Sensibilizacin Ambiental;Fomento de Sensibilizacin Ambiental
2016;G;4;48;480;480121;Escuela abierta;Escuela abierta
2016;G;4;48;480;480122;Ayudas a activ. Asociac.;Ayudas a actividades de las Asociaciones
2016;G;4;48;480;480123;Ayudas partos mltiples;Ayudas por Partos Mltiples
2016;G;4;48;480;480124;Dllo.Polt.Demogr.y Pobl.;Desarrollo Poltica Demogrfica y Poblacional
2016;G;4;48;480;480125;Puntos de Encuentro;Puntos de Encuentro
2016;G;4;48;480;480126;Prom.y Form.de Jov.Cread.;Promocin y formacin de jvenes creadores
2016;G;4;48;480;480127;Pytos.Juventud,Aso.y Ent.;Proyectos de Juventud de Asociaciones y Entidades
2016;G;4;48;480;480128;Subv. Cons. Juventud;Subv. al Consejo de la Juventud de Aragn
2016;G;4;48;480;480129;Subv. Promoc.Dllo Econm;Subvenciones para Promocin y Desarrollo Econmico
